zcta5,obesity_pct,physical_inactivity_pct,totalpopulation,totalpop18plus
59063,31.5,20.9,2174,1703
59064,34.4,23.7,258,188
59065,30.3,22.0,229,206
59066,36.3,27.3,699,449
59067,31.9,21.5,192,140
59068,32.5,20.2,3670,3122
59069,30.7,21.6,633,545
59070,33.2,21.1,1327,1038
59071,30.6,21.1,81,75
59072,36.0,26.8,4150,3368
59074,33.3,27.1,418,339
59075,35.8,27.2,221,161
59077,31.1,23.6,58,52
59078,34.2,28.2,126,109
59079,37.0,23.5,3520,2666
59085,31.9,24.6,103,81
59086,28.7,20.5,759,621
59087,31.4,23.8,396,330
59088,36.2,23.8,1272,983
59089,37.3,28.1,416,264
59101,37.0,24.1,41522,32311
59102,32.4,20.1,48133,38213
59105,34.9,21.9,33310,24699
59106,31.1,16.3,20681,15395
59201,40.1,29.7,4998,3594
59211,35.8,23.9,178,141
59212,33.3,18.5,542,372
59213,43.9,33.3,791,496
59214,33.6,24.1,124,80
59215,32.6,21.8,1104,876
59217,37.2,21.8,85,70
59218,33.6,20.7,1127,863
59219,34.4,23.0,230,158
59221,38.1,22.9,1936,1423
59222,34.5,23.1,203,153
59223,31.8,23.9,110,91
59225,37.3,26.2,564,362
59226,33.3,21.3,411,302
59230,33.0,24.3,4623,3599
59231,32.9,25.5,471,351
59241,32.0,21.9,356,286
59242,37.6,23.5,107,82
59243,38.6,21.9,453,338
59244,31.2,25.0,80,63
59247,35.1,22.5,331,258
59248,33.6,24.1,986,776
59250,31.1,22.6,136,114
59252,36.3,23.1,173,110
59253,33.8,23.9,121,98
59254,35.4,24.5,1937,1584
59255,46.2,35.2,3476,2275
59256,35.9,23.6,95,79
59257,36.7,25.5,62,51
59258,36.1,24.6,160,104
59259,32.2,22.0,391,319
59260,32.6,22.8,129,102
59261,38.3,24.5,472,395
59262,37.6,22.9,702,531
59263,33.1,22.7,1284,1012
59270,38.1,23.4,8633,6545
59274,32.9,22.8,246,194
59275,36.5,23.6,337,267
59301,32.3,23.7,11509,8977
59311,34.4,24.1,138,116
59313,31.6,23.6,2592,1895
59314,31.1,21.1,100,85
59315,30.8,21.1,126,100
59317,30.7,22.4,1045,862
59318,32.9,24.5,126,89
59322,30.8,23.2,99,72
59323,35.4,18.8,2129,1538
59324,32.6,24.7,967,739
59326,34.0,28.6,231,188
59327,36.3,26.0,2645,2140
59330,33.2,22.7,8244,6425
59332,34.2,24.3,114,92
59336,30.3,21.3,253,164
59337,29.8,25.1,762,582
59338,32.6,22.2,162,126
59339,32.6,21.1,157,123
59343,30.1,22.8,64,56
59344,32.7,22.6,372,269
59345,28.8,20.6,89,67
59347,36.3,25.4,241,209
59349,33.8,29.8,864,688
59351,30.2,21.4,192,154
59353,32.9,24.6,949,736
59401,37.6,25.3,13030,10445
59404,34.5,21.8,28131,21798
59405,35.7,24.6,33578,25931
59410,32.6,22.0,887,693
59411,38.0,29.1,431,327
59412,34.5,22.1,1680,1258
59414,38.0,26.1,950,759
59416,35.1,25.1,318,263
59417,42.8,35.3,7795,5106
59418,33.1,22.5,132,94
59419,32.6,25.0,194,153
