zcta5,obesity_pct,physical_inactivity_pct,totalpopulation,totalpop18plus,gym_count,gyms_per_10000_adults
21061,37.5,24.7,57352,44206,1.0,0.22621363615798762
21071,30.7,20.6,619,496,0.0,0.0
21074,36.7,22.0,15279,11843,3.0,2.5331419403867264
21075,31.4,16.9,35900,26273,0.0,0.0
21076,32.9,18.6,22299,17726,0.0,0.0
21077,33.6,20.4,336,253,0.0,0.0
21078,35.8,21.0,20321,16408,0.0,0.0
21082,29.0,20.4,815,668,0.0,0.0
21084,33.3,18.1,7600,6002,0.0,0.0
21085,36.2,21.4,17142,13655,1.0,0.7323324789454412
21087,30.7,21.3,5634,4641,1.0,2.154708037060978
21090,32.3,19.3,10623,8468,0.0,0.0
21093,27.1,20.0,38677,30875,9.0,2.9149797570850207
21102,37.4,22.9,12100,9342,1.0,1.0704345964461572
21104,31.1,17.1,5686,4482,2.0,4.462293618920125
21108,32.8,18.2,18065,13787,0.0,0.0
21111,29.6,18.1,5062,3956,0.0,0.0
21113,34.5,18.3,35670,27491,1.0,0.36375541086173657
21114,32.2,16.5,26404,19352,1.0,0.5167424555601488
21117,34.9,24.4,59154,46142,5.0,1.083611460274804
21120,30.2,20.6,7178,5533,0.0,0.0
21122,34.6,21.0,62368,48940,1.0,0.20433183489987738
21128,29.4,23.0,14861,11445,1.0,0.8737439930100481
21130,38.3,28.4,140,102,0.0,0.0
21131,28.5,17.7,7468,5723,3.0,5.242005940940067
21132,34.7,19.7,2930,2320,0.0,0.0
21133,40.9,30.3,30527,24195,0.0,0.0
21136,33.7,25.1,34973,27082,2.0,0.7384978952809984
21140,31.5,16.9,3625,2782,0.0,0.0
21144,35.8,20.9,37295,28190,1.0,0.35473572188719404
21146,31.0,17.0,28593,21129,6.0,2.839698991906858
21152,28.7,18.6,6045,4726,0.0,0.0
21153,27.3,17.7,865,693,0.0,0.0
21154,35.9,22.3,6309,5093,0.0,0.0
21155,30.8,21.7,2553,2047,0.0,0.0
21156,30.0,20.1,259,215,1.0,46.51162790697674
21157,38.1,24.6,38584,30943,4.0,1.2926994796884594
21158,38.1,24.3,20917,16182,1.0,0.6179705846001731
21160,35.2,20.5,2449,1953,0.0,0.0
21161,33.0,20.2,5333,4232,0.0,0.0
21162,30.0,21.5,5029,3737,2.0,5.351886540005352
21163,28.7,19.6,7657,5977,0.0,0.0
21201,36.4,25.8,18382,16104,1.0,0.620963735717834
21202,36.8,25.5,22247,19496,1.0,0.5129257283545342
21204,29.0,20.6,20967,17595,2.0,1.1366865586814436
21205,43.3,37.0,14691,10902,2.0,1.83452577508714
21206,40.4,28.4,49470,38237,1.0,0.2615267934199859
21207,41.6,31.6,46595,36806,1.0,0.27169483236428843
21208,34.6,26.6,35007,28086,2.0,0.7120985544399345
21209,30.2,19.5,28659,21304,3.0,1.4081862561021405
21210,22.1,13.8,14441,12575,7.0,5.566600397614314
21211,28.6,17.1,17721,15674,11.0,7.017991578410106
21212,32.3,21.1,32317,24939,4.0,1.6039135490597056
21213,45.3,34.8,28217,21579,0.0,0.0
21214,36.2,22.5,19344,15421,0.0,0.0
21215,42.0,32.4,54198,42544,0.0,0.0
21216,45.4,35.4,27729,21729,1.0,0.46021445993833127
21217,42.9,32.8,30448,24564,6.0,2.4425989252564726
21218,36.5,27.5,46238,39494,6.0,1.5192181090798604
21219,32.6,25.7,9594,7693,0.0,0.0
21220,36.9,29.7,44568,34164,1.0,0.29270577215782695
21221,36.9,30.9,43381,33865,1.0,0.2952901225454009
21222,37.9,33.6,59062,45120,13.0,2.881205673758865
21223,46.2,38.3,20438,15607,1.0,0.6407381303261357
21224,33.1,23.9,54266,42948,5.0,1.164198565707367
21225,41.2,32.2,34138,24578,2.0,0.8137358613394092
21226,36.4,23.3,7368,5681,2.0,3.5205069530012323
21227,34.1,28.7,35837,27307,1.0,0.36620646720621086
21228,30.9,25.1,50418,40207,3.0,0.7461387320615813
21229,40.8,30.3,43464,34076,4.0,1.1738466956215519
21230,31.3,20.1,36660,30854,2.0,0.6482141699617554
21231,31.2,18.7,17062,14645,0.0,0.0
21234,33.6,25.6,67308,53430,3.0,0.5614823133071308
21236,31.7,24.4,40555,31412,1.0,0.3183496752833312
21237,34.9,27.7,31477,24910,4.0,1.6057808109193095
21239,38.8,26.2,26605,21254,0.0,0.0
21244,39.4,29.2,38015,28726,0.0,0.0
21250,25.1,23.9,3391,3381,1.0,2.957704821058858
21251,14.4,13.2,277,275,0.0,0.0
21252,35.4,36.0,5775,5751,0.0,0.0
21286,31.1,23.3,21470,17551,4.0,2.279072417526067
21401,32.9,19.4,39308,32542,6.0,1.8437711265441583
21402,32.5,18.8,1026,688,1.0,14.534883720930232
21403,33.4,19.8,31521,25152,3.0,1.1927480916030533
21405,29.5,16.4,622,514,0.0,0.0
21409,32.4,17.4,20326,15376,0.0,0.0
21502,37.9,33.3,41153,34032,1.0,0.2938410907381288
21520,37.0,27.6,2060,1611,0.0,0.0
21521,36.0,32.8,1171,947,0.0,0.0
21523,38.7,31.5,271,207,0.0,0.0
21524,38.1,34.9,500,405,0.0,0.0
21529,37.1,34.6,651,535,0.0,0.0
21530,36.8,33.1,1520,1214,0.0,0.0
21531,37.7,28.1,2176,1770,0.0,0.0
21532,34.3,28.3,13328,11027,2.0,1.8137299356125873
21536,35.7,28.7,4029,3246,1.0,3.0807147258163896
21538,38.9,32.3,622,495,0.0,0.0
21539,35.6,31.2,2536,2002,0.0,0.0
21540,36.8,31.5,85,67,0.0,0.0
21541,32.2,20.5,1626,1364,1.0,7.331378299120234
21542,33.5,28.3,110,75,0.0,0.0
21543,33.7,29.2,230,193,0.0,0.0
21545,37.7,34.0,1719,1392,0.0,0.0
21550,36.3,27.0,13499,10960,0.0,0.0
21555,36.5,33.0,1619,1361,0.0,0.0
21557,37.4,35.0,1911,1542,0.0,0.0
21561,36.8,27.4,2571,2090,0.0,0.0
21562,37.5,34.9,2857,2277,0.0,0.0
21601,30.2,24.3,23945,19349,5.0,2.5841128740503385
21607,31.9,26.1,492,361,0.0,0.0
21610,36.3,24.3,297,247,0.0,0.0
21612,28.4,22.2,432,376,0.0,0.0
21613,43.2,31.3,17967,14137,6.0,4.244181933932235
21617,29.1,20.2,10719,8245,0.0,0.0
21619,30.1,21.9,6598,5412,0.0,0.0
21620,33.5,23.8,12726,10778,6.0,5.56689552792726
21622,37.5,26.6,475,392,0.0,0.0
21623,32.8,23.1,2244,1691,0.0,0.0
21624,29.8,25.6,201,178,0.0,0.0
21625,30.9,23.1,2329,1840,0.0,0.0
21626,37.7,27.7,101,84,0.0,0.0
21628,30.3,23.7,496,394,0.0,0.0
21629,41.2,28.2,9911,7579,2.0,2.638870563398865
21631,37.5,25.1,2644,2115,0.0,0.0
21632,44.7,32.5,6616,5023,0.0,0.0
21634,36.7,24.6,302,267,0.0,0.0
21635,36.0,25.5,1969,1631,0.0,0.0
21636,43.0,31.8,1186,882,0.0,0.0
21638,30.2,21.6,5058,3881,0.0,0.0
21639,42.0,29.2,4354,3289,0.0,0.0
21640,42.5,33.7,1798,1327,1.0,7.535795026375283
21641,38.2,21.3,128,114,0.0,0.0
21643,43.5,30.6,5820,4478,0.0,0.0
21644,31.8,24.8,93,69,0.0,0.0
21645,36.0,24.6,1005,821,0.0,0.0
21647,30.2,24.3,248,218,0.0,0.0
21648,38.0,24.2,233,177,0.0,0.0
21649,41.3,33.9,1764,1244,0.0,0.0
21650,35.8,25.7,206,168,0.0,0.0
21651,34.8,24.9,2718,2135,1.0,4.68384074941452
21652,28.6,23.0,161,146,0.0,0.0
21653,26.3,20.9,124,112,0.0,0.0
21654,29.7,25.4,1129,1027,0.0,0.0
21655,38.3,22.7,4798,3804,0.0,0.0
21657,31.6,22.7,1108,858,1.0,11.655011655011656
21658,28.4,18.9,3723,3021,0.0,0.0
21659,38.7,26.9,1102,891,1.0,11.22334455667789
21660,40.3,26.2,3927,3053,0.0,0.0
21661,35.4,24.3,2427,2030,0.0,0.0
21662,27.6,20.6,668,585,0.0,0.0
21663,28.8,22.7,3142,2660,0.0,0.0
21664,37.1,24.7,472,378,0.0,0.0
21665,29.6,22.8,291,231,0.0,0.0
21666,28.3,18.5,12848,10085,1.0,0.9915716410510659
21667,34.7,23.5,285,230,0.0,0.0
21668,32.5,26.1,1745,1322,0.0,0.0
21669,35.3,25.1,189,169,0.0,0.0
21671,29.5,24.4,773,673,0.0,0.0
21672,39.9,29.1,158,145,0.0,0.0
21673,32.0,24.0,3122,2478,0.0,0.0
21675,37.8,29.0,87,72,0.0,0.0
21676,29.2,24.7,315,283,0.0,0.0
21677,36.9,26.5,415,336,0.0,0.0
21678,38.3,25.5,2145,1784,0.0,0.0
21679,30.9,21.9,429,359,0.0,0.0
21701,34.5,19.1,39629,32160,3.0,0.9328358208955224
21702,36.5,22.8,46412,35356,1.0,0.28283742504808235
21703,36.4,21.7,41138,30791,1.0,0.324770225065766
21704,31.9,17.4,19275,13452,5.0,3.7169194171870354
21710,33.3,19.2,4769,3707,0.0,0.0
21711,35.8,25.7,1108,875,0.0,0.0
21713,36.0,25.7,9800,7770,0.0,0.0
21714,32.0,18.2,358,288,0.0,0.0
21715,33.9,23.9,87,68,0.0,0.0
21716,36.1,20.9,6753,5063,1.0,1.9751135690302193
21717,31.6,17.7,199,165,0.0,0.0
21718,34.1,22.6,134,112,0.0,0.0
21719,36.6,26.9,1230,959,0.0,0.0
21722,37.0,26.5,5674,4463,0.0,0.0
21723,29.2,16.3,937,699,0.0,0.0
21727,33.3,21.5,6593,5408,3.0,5.547337278106509
21733,34.4,24.4,1134,902,0.0,0.0
21734,35.2,25.7,845,734,0.0,0.0
21737,26.9,14.0,2318,1617,0.0,0.0
21738,29.0,13.6,3373,2581,0.0,0.0
21740,41.2,32.5,65619,50558,1.0,0.1977926342023023
21742,37.2,27.7,33069,25748,3.0,1.165139039925431
21746,43.9,29.4,2861,2859,0.0,0.0
21750,39.8,31.9,3662,2960,0.0,0.0
21754,32.2,16.4,7115,5367,1.0,1.8632383081796162
21755,35.1,20.1,5627,4538,0.0,0.0
21756,35.9,24.0,3669,2833,0.0,0.0
21757,37.2,23.9,2870,2257,0.0,0.0
21758,34.9,21.1,4809,3630,0.0,0.0
21762,33.9,19.0,233,193,0.0,0.0
21766,36.1,33.8,633,533,0.0,0.0
21767,34.9,25.0,1150,932,0.0,0.0
21769,33.1,17.7,11759,8898,0.0,0.0
21770,32.9,17.4,7575,5671,0.0,0.0
21771,34.7,18.9,30697,23719,3.0,1.2648088030692692
21773,33.8,18.4,5410,4242,0.0,0.0
21774,33.0,15.7,15496,10877,2.0,1.8387423002666177
21776,37.8,22.2,5726,4562,0.0,0.0
21777,34.5,17.5,1890,1367,0.0,0.0
21778,34.6,22.6,1145,950,0.0,0.0
21779,35.5,24.8,971,756,0.0,0.0
21780,35.3,21.6,1688,1344,0.0,0.0
21781,27.2,20.0,165,64,0.0,0.0
21782,36.1,24.8,3866,3162,0.0,0.0
21783,37.2,26.6,9306,7182,0.0,0.0
21784,36.3,20.5,40028,30940,1.0,0.32320620555914675
21787,40.9,28.4,11066,8557,2.0,2.337267734018932
21788,35.8,22.7,11491,9252,4.0,4.323389537397319
21790,31.6,18.2,93,61,0.0,0.0
21791,37.5,23.8,5292,4135,0.0,0.0
21793,35.5,20.4,10447,7814,1.0,1.279754287176862
21794,28.3,14.1,2532,1899,0.0,0.0
21795,36.6,29.4,9873,7832,0.0,0.0
21797,32.6,17.9,8956,7004,0.0,0.0
21798,34.8,20.2,2366,1852,0.0,0.0
21801,41.3,29.8,31183,24472,2.0,0.8172605426610003
21804,40.6,29.3,40049,31438,3.0,0.9542591767924168
21810,37.8,25.4,199,155,0.0,0.0
21811,31.7,24.1,23907,19734,6.0,3.0404378230465188
21813,32.9,24.0,2862,2372,0.0,0.0
21814,38.5,26.4,342,284,0.0,0.0
21817,36.0,30.2,4825,3755,0.0,0.0
21821,34.9,32.7,847,742,0.0,0.0
21822,39.1,28.9,2548,2034,1.0,4.916420845624386
21824,34.4,31.4,166,152,0.0,0.0
21826,39.7,25.2,5436,3997,0.0,0.0
21829,35.0,28.4,479,374,0.0,0.0
21830,38.5,25.3,4217,3280,0.0,0.0
21835,38.2,26.0,472,380,0.0,0.0
21837,39.7,26.7,2647,2025,2.0,9.876543209876543
21838,34.4,27.6,1717,1405,0.0,0.0
21840,38.4,27.7,371,314,0.0,0.0
21841,35.9,25.4,903,719,0.0,0.0
21842,32.2,23.8,11104,9757,10.0,10.249051962693452
21849,38.7,28.2,3162,2553,0.0,0.0
21850,39.4,28.8,3167,2483,0.0,0.0
21851,38.4,31.2,7229,5583,2.0,3.582303421099767
21853,40.0,32.9,10179,8090,0.0,0.0
21856,38.7,26.1,879,692,0.0,0.0
21861,36.9,25.6,830,627,0.0,0.0
21862,34.1,24.1,119,90,0.0,0.0
21863,37.1,29.9,4843,3894,0.0,0.0
21864,35.7,29.9,590,478,0.0,0.0
21865,36.8,27.1,439,365,0.0,0.0
21867,38.6,32.7,78,65,0.0,0.0
21869,40.0,28.8,908,721,0.0,0.0
21871,36.3,31.5,1918,1579,0.0,0.0
21872,33.4,24.0,684,557,0.0,0.0
21874,39.5,29.0,2240,1748,0.0,0.0
21875,38.6,26.4,7231,5562,1.0,1.7979144192736425
21890,41.1,27.6,3258,3258,0.0,0.0
21901,39.9,25.0,18517,14088,2.0,1.4196479273140261
21902,45.9,36.3,414,385,0.0,0.0
21903,43.6,30.0,5835,4600,0.0,0.0
21904,41.8,28.5,6689,5203,0.0,0.0
21911,39.9,26.9,11207,8590,0.0,0.0
21912,41.0,28.1,1312,990,0.0,0.0
21913,41.0,27.0,682,505,0.0,0.0
21914,37.6,23.0,736,596,0.0,0.0
21915,40.7,28.2,2981,2443,0.0,0.0
21917,40.2,27.0,2384,1869,0.0,0.0
21918,41.3,28.5,4269,3408,1.0,2.9342723004694835
21919,40.2,28.5,3124,2566,1.0,3.897116134060795
21920,39.5,26.0,555,453,0.0,0.0
21921,42.0,28.5,44983,34726,5.0,1.439843345044059
22003,25.4,24.5,59372,45515,0.0,0.0
22015,23.7,18.5,43941,33203,0.0,0.0
22025,33.4,20.5,18470,13844,0.0,0.0
22026,37.1,23.4,20225,14325,0.0,0.0
22027,21.5,17.6,2330,1746,0.0,0.0
22030,25.5,18.4,60431,47182,0.0,0.0
22031,23.2,18.1,35256,28038,0.0,0.0
22032,22.9,18.0,29909,23244,0.0,0.0
22033,22.4,17.6,40692,31767,0.0,0.0
22039,22.7,15.5,18278,14160,0.0,0.0
22041,29.1,27.4,28039,21411,0.0,0.0
22042,25.8,23.1,34638,26976,0.0,0.0
22043,22.6,17.9,25850,19543,0.0,0.0
22044,27.7,25.3,13847,10658,0.0,0.0
22046,27.7,16.9,18576,13841,0.0,0.0
22060,26.5,18.8,9677,5855,0.0,0.0
22066,21.1,14.6,18165,13758,0.0,0.0
22079,26.5,20.5,35225,26292,0.0,0.0
22101,21.2,15.6,31414,23151,0.0,0.0
22102,20.7,15.3,27743,22802,0.0,0.0
22124,21.8,15.1,18488,14034,0.0,0.0
22125,36.6,25.3,917,768,0.0,0.0
22134,33.4,22.2,7357,5449,0.0,0.0
22150,24.7,25.2,27955,22025,0.0,0.0
22151,23.5,21.4,18026,13822,0.0,0.0
22152,24.5,18.8,29843,22182,0.0,0.0
22153,24.1,17.1,32697,24568,0.0,0.0
22172,38.6,25.8,10679,7804,0.0,0.0
22180,22.5,16.4,26666,20267,0.0,0.0
22181,22.0,15.5,15555,11586,0.0,0.0
22182,21.3,16.0,27778,21211,0.0,0.0
22191,36.7,25.6,74189,54665,0.0,0.0
22192,34.1,22.1,60299,44704,0.0,0.0
22193,35.7,25.4,83064,60457,0.0,0.0
22201,22.9,11.7,39331,34822,0.0,0.0
22202,23.7,13.1,28472,25725,0.0,0.0
22203,23.8,14.6,25437,21783,0.0,0.0
22204,28.0,19.2,52761,41760,0.0,0.0
22205,25.0,14.1,18594,13527,0.0,0.0
22206,26.3,13.8,21645,17738,0.0,0.0
22207,24.6,14.2,33734,24836,0.0,0.0
22209,23.2,13.0,14859,13390,0.0,0.0
22211,25.1,13.7,924,880,0.0,0.0
22213,23.7,13.2,3600,2742,0.0,0.0
22301,28.7,14.1,14356,11323,0.0,0.0
22302,29.4,16.5,17972,14713,0.0,0.0
22303,26.1,17.9,16109,13537,0.0,0.0
22304,32.9,21.1,49237,40210,0.0,0.0
22305,33.2,22.7,17849,13492,0.0,0.0
22306,31.3,27.4,33330,24621,0.0,0.0
22307,25.3,17.6,10271,8275,0.0,0.0
22308,24.3,15.4,13935,9889,0.0,0.0
22309,30.0,24.8,33773,25497,1.0,0.39220300427501276
22310,25.4,18.2,29611,23051,0.0,0.0
22311,33.8,25.2,19934,15615,0.0,0.0
22312,29.1,22.6,30447,23632,0.0,0.0
22314,29.4,15.7,35784,31294,0.0,0.0
22315,25.7,17.4,28184,21660,0.0,0.0
22401,39.2,22.9,27799,22129,0.0,0.0
22405,34.9,21.3,34430,25730,0.0,0.0
22406,34.9,22.5,27129,20463,0.0,0.0
22407,39.8,24.5,62668,46946,0.0,0.0
22408,40.1,23.1,32043,23710,0.0,0.0
22427,41.1,29.0,3379,2721,0.0,0.0
22432,36.0,26.0,351,293,0.0,0.0
22433,35.3,22.3,192,154,0.0,0.0
22435,37.2,26.3,2124,1718,0.0,0.0
22436,46.7,36.8,618,522,0.0,0.0
22437,41.0,28.7,694,570,0.0,0.0
22438,45.0,35.7,426,334,0.0,0.0
22443,41.4,33.3,9151,7407,0.0,0.0
22448,31.9,18.9,724,533,0.0,0.0
22454,39.2,27.2,1994,1631,0.0,0.0
22460,36.0,30.6,1817,1457,0.0,0.0
22469,42.6,33.3,1722,1446,0.0,0.0
22472,41.5,26.9,1023,1023,0.0,0.0
22473,37.6,27.2,5409,4557,0.0,0.0
22476,48.0,36.9,333,284,0.0,0.0
22480,26.3,24.7,850,782,0.0,0.0
22482,36.3,30.6,2794,2446,0.0,0.0
22485,36.2,23.1,26025,19431,0.0,0.0
22488,44.0,36.3,1211,1007,0.0,0.0
22503,37.7,31.2,3997,3373,0.0,0.0
22504,38.6,28.9,251,218,0.0,0.0
22508,34.9,21.8,14748,11607,0.0,0.0
22509,42.2,32.6,74,56,0.0,0.0
22511,35.7,27.3,1143,1001,0.0,0.0
22514,42.5,30.7,2605,2064,0.0,0.0
22520,39.8,31.4,5659,4615,0.0,0.0
22529,43.7,33.1,276,216,0.0,0.0
22534,40.4,24.2,3102,2341,0.0,0.0
22535,39.7,25.5,667,523,0.0,0.0
22538,38.6,23.7,255,223,0.0,0.0
22539,34.4,26.2,2113,1854,0.0,0.0
22542,36.7,24.4,2048,1610,0.0,0.0
22546,41.8,27.1,17757,13325,0.0,0.0
22548,33.1,30.3,88,69,0.0,0.0
22551,41.3,26.3,21236,16334,0.0,0.0
22553,39.2,21.8,16476,12323,0.0,0.0
22554,35.9,21.2,64354,46088,0.0,0.0
22556,36.9,23.9,29688,21414,0.0,0.0
22560,42.9,31.7,6465,5181,0.0,0.0
22567,37.5,26.1,2949,2332,0.0,0.0
22572,37.1,30.4,6283,5044,0.0,0.0
22576,35.0,26.7,1672,1425,0.0,0.0
22578,33.4,26.3,2449,2156,0.0,0.0
22580,42.3,29.8,5293,4212,0.0,0.0
22601,37.6,28.6,29720,23471,0.0,0.0
22602,37.8,24.0,30865,23624,0.0,0.0
22603,36.7,25.2,16298,13021,0.0,0.0
22610,36.9,25.5,2125,1674,0.0,0.0
22611,32.8,23.4,9176,7287,0.0,0.0
22620,32.5,21.5,2595,2121,0.0,0.0
22623,35.5,23.3,660,506,0.0,0.0
22624,36.0,21.4,2595,2105,0.0,0.0
22625,37.1,21.3,3784,3002,0.0,0.0
22627,35.7,24.9,668,561,0.0,0.0
22630,38.1,26.2,33829,26542,0.0,0.0
22637,38.5,26.4,2122,1719,0.0,0.0
22639,31.6,20.3,664,557,0.0,0.0
22640,35.3,25.1,498,423,0.0,0.0
22641,35.0,28.5,299,238,0.0,0.0
22642,36.5,21.4,4701,3681,0.0,0.0
22643,31.6,20.8,362,302,0.0,0.0
22644,35.4,27.9,2381,1906,0.0,0.0
22645,37.9,24.3,4208,3248,0.0,0.0
22646,34.6,23.0,80,63,0.0,0.0
22650,33.4,26.6,962,767,0.0,0.0
22652,31.6,21.8,1535,1253,0.0,0.0
22654,37.8,25.7,894,728,0.0,0.0
22655,38.1,23.6,22395,16747,0.0,0.0
22656,36.1,20.7,5454,3992,0.0,0.0
22657,36.4,27.1,11974,9274,0.0,0.0
22660,36.0,28.6,1715,1356,0.0,0.0
22663,35.2,22.6,1761,1309,0.0,0.0
22664,36.9,31.3,9383,7260,0.0,0.0
22701,38.6,26.2,37411,27878,0.0,0.0
22709,35.4,22.7,945,757,0.0,0.0
22711,35.6,25.8,148,121,0.0,0.0
22712,35.7,25.1,10587,7719,0.0,0.0
22713,38.5,27.0,1454,1142,0.0,0.0
22714,40.5,27.4,921,672,0.0,0.0
22715,38.0,25.7,1124,899,0.0,0.0
22716,36.0,24.7,883,756,0.0,0.0
22718,40.5,29.9,690,535,0.0,0.0
22719,38.9,26.0,312,273,0.0,0.0
22720,34.4,22.5,916,767,0.0,0.0
22722,38.6,27.2,238,175,0.0,0.0
22723,35.8,24.1,114,92,0.0,0.0
22724,36.2,22.0,2400,1885,0.0,0.0
22726,40.8,29.6,766,587,0.0,0.0
22727,38.4,26.5,5495,4313,0.0,0.0
22728,34.8,23.9,3133,2470,0.0,0.0
22729,40.9,23.0,1192,1151,0.0,0.0
22730,36.4,24.3,157,133,0.0,0.0
22731,37.6,24.6,316,256,0.0,0.0
22732,37.2,24.0,325,281,0.0,0.0
22733,38.1,27.9,1391,1125,0.0,0.0
22734,37.4,26.8,3470,2561,0.0,0.0
22735,40.1,27.2,2259,1754,0.0,0.0
22736,40.1,28.0,620,485,0.0,0.0
22737,37.2,23.4,3382,2621,0.0,0.0
22738,37.5,23.4,1225,939,0.0,0.0
22740,35.8,25.6,1240,1025,0.0,0.0
22741,42.1,29.9,226,175,0.0,0.0
22742,33.7,22.0,1726,1365,0.0,0.0
22743,37.7,24.5,145,132,0.0,0.0
22746,35.1,20.8,216,171,0.0,0.0
22747,35.5,25.3,1081,924,0.0,0.0
22749,35.9,27.0,469,396,0.0,0.0
22801,32.8,24.9,40460,32784,0.0,0.0
22802,35.6,28.4,28383,21767,0.0,0.0
22807,25.6,20.4,5575,5528,0.0,0.0
22810,34.0,27.4,798,675,0.0,0.0
22811,37.5,33.7,435,357,0.0,0.0
22812,29.7,22.1,9799,8060,0.0,0.0
22815,35.0,28.9,9083,6974,0.0,0.0
22820,35.7,34.8,281,231,0.0,0.0
22821,32.5,26.1,5848,4376,0.0,0.0
22824,35.9,27.6,6070,4858,0.0,0.0
22827,34.5,27.5,10769,8472,0.0,0.0
22830,37.0,32.7,1671,1324,0.0,0.0
22831,35.3,30.2,918,706,0.0,0.0
22832,35.1,29.2,1181,935,0.0,0.0
22834,32.5,24.3,1354,1002,0.0,0.0
22835,33.7,27.7,11561,9390,0.0,0.0
22840,32.1,22.1,4524,3523,0.0,0.0
22841,33.2,24.4,3047,2326,0.0,0.0
22842,37.6,31.1,5215,4129,0.0,0.0
22843,39.3,25.1,2374,1853,0.0,0.0
22844,35.9,29.4,4599,3696,0.0,0.0
22845,32.1,24.7,72,64,0.0,0.0
22846,30.6,21.2,2254,1642,0.0,0.0
22847,38.0,31.5,993,768,0.0,0.0
22849,36.0,31.0,4891,3823,0.0,0.0
22850,33.1,25.8,971,757,0.0,0.0
22851,35.4,30.6,5771,4585,0.0,0.0
22853,34.7,29.0,4608,3596,0.0,0.0
22901,29.7,20.6,36938,29003,0.0,0.0
22902,32.0,20.1,22457,18144,0.0,0.0
22903,30.3,21.8,42170,35583,0.0,0.0
22904,17.2,19.0,4917,4884,0.0,0.0
22911,27.4,18.2,19236,14756,0.0,0.0
22920,33.8,24.3,4192,3424,0.0,0.0
22922,38.2,30.1,1997,1584,0.0,0.0
22923,35.6,22.9,5819,4580,0.0,0.0
22931,30.4,22.7,357,306,0.0,0.0
22932,28.4,18.0,10443,7720,0.0,0.0
22935,35.2,23.9,1068,809,0.0,0.0
22936,28.8,18.6,5356,4253,0.0,0.0
22937,33.8,24.1,1401,1134,0.0,0.0
22938,35.9,27.9,1314,1083,0.0,0.0
22939,40.2,24.5,6478,5138,0.0,0.0
22940,30.3,20.5,1081,838,0.0,0.0
22942,36.2,23.6,9435,7613,0.0,0.0
22943,32.5,21.3,543,422,0.0,0.0
22946,31.6,24.8,182,149,0.0,0.0
22947,28.9,19.1,5000,4147,0.0,0.0
22948,37.1,26.2,252,194,0.0,0.0
22949,35.8,28.4,1322,1100,0.0,0.0
22952,39.4,24.0,1939,1586,0.0,0.0
22958,31.0,21.7,1981,1771,0.0,0.0
22959,30.0,20.0,1712,1381,0.0,0.0
22960,39.3,28.3,11067,8596,0.0,0.0
22963,38.0,21.5,16279,12932,0.0,0.0
22964,36.2,28.2,193,151,0.0,0.0
22967,36.6,28.2,1857,1516,0.0,0.0
22968,37.7,24.7,10632,8182,0.0,0.0
22969,34.8,25.8,1313,1056,0.0,0.0
22971,37.3,28.0,1709,1407,0.0,0.0
22972,38.4,26.6,391,318,0.0,0.0
22973,38.9,28.7,6588,5200,0.0,0.0
22974,38.3,22.5,5427,4552,0.0,0.0
22976,34.4,29.2,307,251,0.0,0.0
22980,39.2,27.1,33049,26111,0.0,0.0
22989,37.3,22.8,170,129,0.0,0.0
23002,39.5,30.7,10555,8465,0.0,0.0
23004,46.5,33.7,759,620,0.0,0.0
23005,33.9,22.7,17818,14232,0.0,0.0
23009,35.1,23.2,7737,5916,0.0,0.0
23011,36.3,21.3,1555,1376,0.0,0.0
23015,34.2,20.9,4590,3572,0.0,0.0
23021,36.8,26.0,78,66,0.0,0.0
23022,45.3,29.7,910,711,0.0,0.0
23023,41.0,29.7,395,330,0.0,0.0
23024,36.9,25.2,9108,7169,0.0,0.0
23025,37.3,26.8,531,450,0.0,0.0
23027,38.1,26.4,1345,1099,0.0,0.0
23030,42.5,31.8,4678,4052,0.0,0.0
23032,40.3,27.8,252,218,0.0,0.0
23035,35.8,26.4,1410,1184,0.0,0.0
23038,38.9,26.6,1935,1553,0.0,0.0
23039,34.5,21.4,1124,913,0.0,0.0
23040,41.7,30.1,4555,3629,0.0,0.0
23043,37.2,26.4,1627,1419,0.0,0.0
23045,34.1,26.4,133,113,0.0,0.0
23047,34.6,22.3,2064,1690,0.0,0.0
23050,36.3,26.4,671,554,0.0,0.0
23055,42.5,29.8,831,681,0.0,0.0
23056,36.7,25.7,425,345,0.0,0.0
23059,27.1,16.3,40249,29199,0.0,0.0
23060,30.1,19.2,38288,29413,0.0,0.0
23061,36.0,23.6,22256,17839,0.0,0.0
23062,36.7,25.1,2652,2144,0.0,0.0
23063,36.4,23.5,5527,4515,0.0,0.0
23065,36.2,24.1,1602,1273,0.0,0.0
23066,32.6,24.5,578,502,0.0,0.0
23068,36.2,27.5,241,216,0.0,0.0
23069,37.1,24.0,3835,3153,0.0,0.0
23070,36.7,27.3,463,395,0.0,0.0
23071,38.2,27.0,1567,1313,0.0,0.0
23072,35.9,23.9,12312,9851,0.0,0.0
23075,41.4,29.0,10236,7769,0.0,0.0
23076,34.5,24.1,433,365,0.0,0.0
23079,41.2,28.9,401,326,0.0,0.0
23083,38.0,28.1,2180,1717,0.0,0.0
23084,40.9,27.4,1842,1457,0.0,0.0
23085,41.2,31.9,384,326,0.0,0.0
23086,36.3,25.3,3416,2655,0.0,0.0
23089,34.4,22.0,5507,4392,0.0,0.0
23091,40.1,30.9,329,277,0.0,0.0
23092,38.7,28.4,657,579,0.0,0.0
23093,38.1,27.1,14170,11057,0.0,0.0
