zcta5,obesity_pct,physical_inactivity_pct,totalpopulation,totalpop18plus,gym_count,gyms_per_10000_adults
88040,33.6,25.2,96,78,0.0,0.0
88041,34.4,29.9,954,844,0.0,0.0
88042,38.2,31.6,353,316,0.0,0.0
88043,35.5,30.6,1525,1183,0.0,0.0
88044,38.9,33.2,3289,2537,0.0,0.0
88045,36.0,33.3,3222,2453,0.0,0.0
88046,34.2,27.8,718,602,0.0,0.0
88047,37.4,30.3,1897,1437,0.0,0.0
88048,41.9,40.4,3931,2768,0.0,0.0
88049,32.0,26.1,973,844,0.0,0.0
88051,30.7,23.6,112,94,0.0,0.0
88052,41.4,34.0,291,240,0.0,0.0
88053,31.7,25.8,269,244,0.0,0.0
88056,30.1,25.8,237,210,0.0,0.0
88061,32.9,27.4,17429,14216,0.0,0.0
88063,42.6,40.2,11408,8147,0.0,0.0
88065,32.1,22.9,715,537,0.0,0.0
88072,44.2,44.0,2563,1856,0.0,0.0
88081,41.9,34.5,18079,12940,0.0,0.0
88101,39.9,29.6,45651,33435,0.0,0.0
88112,36.6,23.1,128,108,0.0,0.0
88116,34.9,31.8,460,323,0.0,0.0
88118,36.0,33.7,216,154,0.0,0.0
88119,33.2,28.2,1582,1274,0.0,0.0
88120,36.9,23.6,217,165,0.0,0.0
88121,35.8,26.4,135,114,0.0,0.0
88124,40.2,27.7,1043,807,0.0,0.0
88130,32.9,26.7,18027,13583,0.0,0.0
88132,32.7,26.0,229,178,0.0,0.0
88134,35.5,28.0,92,66,0.0,0.0
88135,39.3,29.4,1576,1099,0.0,0.0
88201,37.3,26.9,26471,19862,0.0,0.0
88203,41.8,34.2,30162,21642,0.0,0.0
88210,39.8,26.3,18571,13457,0.0,0.0
88220,39.5,26.5,40762,30326,0.0,0.0
88230,42.3,34.8,4658,3378,0.0,0.0
88231,39.5,32.3,3339,2382,0.0,0.0
88232,40.1,30.2,3026,2472,0.0,0.0
88240,36.6,29.3,42386,29650,0.0,0.0
88242,35.1,25.7,8126,5811,0.0,0.0
88244,37.8,24.8,1247,1247,0.0,0.0
88250,38.3,24.8,300,238,0.0,0.0
88252,36.9,30.2,2327,1698,0.0,0.0
88253,38.4,29.5,961,719,0.0,0.0
88254,37.8,26.7,183,140,0.0,0.0
88255,39.4,23.0,79,55,0.0,0.0
88256,42.6,32.0,1974,1399,0.0,0.0
88260,38.5,32.6,15569,10847,0.0,0.0
88263,44.2,30.8,169,112,0.0,0.0
88265,36.2,28.1,252,198,0.0,0.0
88267,34.5,26.5,1074,799,0.0,0.0
88301,32.7,30.2,1341,1140,0.0,0.0
88310,36.0,23.4,35935,28205,0.0,0.0
88311,35.0,22.4,951,793,0.0,0.0
88312,28.7,23.3,2735,2364,0.0,0.0
88314,44.4,37.7,215,173,0.0,0.0
88316,28.0,21.0,2304,1930,0.0,0.0
88317,36.5,22.0,1953,1623,0.0,0.0
88318,33.1,29.3,352,301,0.0,0.0
88321,31.6,32.0,146,114,0.0,0.0
88324,36.2,30.5,100,89,0.0,0.0
88325,35.8,23.1,949,810,0.0,0.0
88330,31.4,17.7,3810,2954,0.0,0.0
88336,34.2,33.0,313,238,0.0,0.0
88337,36.3,24.2,2325,1871,0.0,0.0
88338,29.6,26.5,189,177,0.0,0.0
88339,36.2,22.1,768,647,0.0,0.0
88340,43.9,29.4,4022,2719,0.0,0.0
88341,29.7,21.9,650,550,0.0,0.0
88344,37.4,27.4,145,108,0.0,0.0
88345,30.6,25.0,8423,6974,0.0,0.0
88346,32.7,27.6,3128,2341,0.0,0.0
88347,36.7,27.8,149,126,0.0,0.0
88348,34.1,31.6,394,319,0.0,0.0
88350,38.1,29.8,349,310,0.0,0.0
88351,31.1,27.6,165,146,0.0,0.0
88352,39.8,29.1,4747,3724,0.0,0.0
88353,37.1,36.2,305,239,0.0,0.0
88354,37.6,30.2,103,87,0.0,0.0
88355,34.9,29.5,152,117,0.0,0.0
88401,38.5,32.7,6813,5230,0.0,0.0
88410,33.9,26.4,92,74,0.0,0.0
88411,36.8,24.7,78,75,0.0,0.0
88415,35.3,28.4,3194,2583,0.0,0.0
88416,37.7,33.5,206,190,0.0,0.0
88417,35.9,31.7,80,69,0.0,0.0
88418,34.6,28.6,303,229,0.0,0.0
88419,33.8,27.3,183,134,0.0,0.0
88424,35.6,26.6,121,87,0.0,0.0
88426,36.1,28.4,1204,1022,0.0,0.0
88427,34.6,26.7,150,107,0.0,0.0
88430,36.8,27.0,90,73,0.0,0.0
88434,36.3,27.8,303,234,0.0,0.0
88435,37.8,33.2,3593,2914,0.0,0.0
88436,33.7,27.0,134,112,0.0,0.0
89001,32.1,24.4,876,619,0.0,0.0
89002,29.6,21.5,37603,28154,0.0,0.0
89003,43.7,35.9,902,723,0.0,0.0
89004,29.2,21.4,266,237,0.0,0.0
89005,29.1,22.8,14941,12564,0.0,0.0
89007,29.5,23.1,1142,759,0.0,0.0
89008,31.5,25.2,1242,935,0.0,0.0
89010,36.8,32.7,333,275,0.0,0.0
89011,29.9,23.3,34456,27378,0.0,0.0
89012,27.4,20.3,35211,28090,0.0,0.0
89013,35.1,31.2,261,214,0.0,0.0
89014,30.5,23.8,40761,32559,0.0,0.0
89015,32.1,26.8,41203,32205,0.0,0.0
89017,31.8,25.7,187,142,0.0,0.0
89018,34.1,32.0,1026,750,0.0,0.0
89019,32.5,26.9,2501,2062,0.0,0.0
89020,43.6,37.0,1158,853,0.0,0.0
89021,29.7,21.3,3270,2152,0.0,0.0
89022,36.2,28.0,133,105,0.0,0.0
89025,34.6,29.2,1194,857,0.0,0.0
89026,35.2,29.2,161,161,0.0,0.0
89027,29.8,27.5,17547,14748,0.0,0.0
89029,33.2,31.6,8927,7774,0.0,0.0
89030,39.2,40.5,56399,39563,0.0,0.0
89031,32.5,26.3,73386,54570,0.0,0.0
89032,33.8,29.2,47324,35263,0.0,0.0
89034,28.1,26.9,2900,2863,0.0,0.0
89039,33.1,35.1,242,220,0.0,0.0
89040,30.2,25.0,3265,2408,0.0,0.0
89042,30.4,23.2,938,655,0.0,0.0
89043,32.0,23.0,1250,1058,0.0,0.0
89044,26.4,19.8,27576,22015,0.0,0.0
89045,39.1,27.4,1574,1212,0.0,0.0
89046,33.4,33.8,562,468,0.0,0.0
89047,38.1,29.0,121,94,0.0,0.0
89048,39.7,32.6,25166,21171,0.0,0.0
89049,44.3,33.2,2499,1947,0.0,0.0
89052,27.0,21.0,59987,48173,0.0,0.0
89060,40.8,33.2,11857,10071,0.0,0.0
89061,37.0,28.4,7891,6715,0.0,0.0
89070,37.4,29.1,5192,5192,0.0,0.0
89074,28.6,21.6,52243,42392,0.0,0.0
89081,32.7,26.7,40772,29528,0.0,0.0
89084,30.2,24.3,31369,23875,0.0,0.0
89085,29.2,20.1,4261,3007,0.0,0.0
89086,33.1,25.2,6149,4384,0.0,0.0
89101,38.9,39.1,42465,32349,0.0,0.0
89102,34.8,34.3,36035,27770,0.0,0.0
89103,33.4,31.6,49461,40084,0.0,0.0
89104,36.0,35.7,41662,32346,0.0,0.0
89106,41.3,40.1,27695,19772,0.0,0.0
89107,34.8,33.3,37665,28425,0.0,0.0
89108,35.3,32.3,73637,55360,0.0,0.0
89109,34.5,31.3,7728,6795,0.0,0.0
89110,36.4,37.1,73954,52513,0.0,0.0
89113,27.4,23.7,35829,28937,0.0,0.0
89115,38.8,37.4,67043,45566,0.0,0.0
89117,29.6,24.8,57497,47619,0.0,0.0
89118,31.4,27.4,22588,18613,0.0,0.0
89119,34.4,31.3,48895,39362,0.0,0.0
89120,31.1,26.4,24813,20027,0.0,0.0
89121,35.4,34.0,68692,54009,0.0,0.0
89122,33.3,32.1,55522,43038,0.0,0.0
89123,29.3,23.8,55584,46021,0.0,0.0
89124,30.4,22.2,671,555,0.0,0.0
89128,30.5,24.9,37882,30483,0.0,0.0
89129,29.6,22.3,54067,42361,0.0,0.0
89130,31.4,25.1,34212,27211,0.0,0.0
89131,28.9,19.9,49985,37530,0.0,0.0
89134,25.6,23.3,24024,21370,0.0,0.0
89135,26.2,20.0,31763,25683,0.0,0.0
89138,25.1,16.2,21504,15486,0.0,0.0
89139,26.8,23.4,44960,34224,0.0,0.0
89141,27.1,20.4,37437,28442,0.0,0.0
89142,33.8,33.2,36108,26302,0.0,0.0
89143,30.1,21.3,13249,9415,0.0,0.0
89144,27.6,20.4,19533,15152,0.0,0.0
89145,31.5,26.9,24886,20155,0.0,0.0
89146,32.1,29.4,19777,15938,0.0,0.0
89147,29.2,26.5,55642,45216,0.0,0.0
89148,27.3,22.5,61281,47436,0.0,0.0
89149,29.2,20.9,41805,32048,0.0,0.0
89156,34.5,31.4,30067,21598,0.0,0.0
89158,25.0,18.1,477,464,0.0,0.0
89161,27.5,18.7,332,277,0.0,0.0
89166,28.6,18.4,26038,18562,0.0,0.0
89169,37.8,34.5,25938,20438,0.0,0.0
89178,27.3,21.2,42157,31414,0.0,0.0
89179,27.5,21.4,11852,8657,0.0,0.0
89183,28.9,22.9,40517,31173,0.0,0.0
89191,18.7,11.8,658,636,0.0,0.0
89301,34.5,25.7,6879,5433,0.0,0.0
89310,34.1,26.4,558,474,0.0,0.0
89311,37.2,31.5,169,134,0.0,0.0
89314,42.9,32.6,168,117,0.0,0.0
89316,38.1,31.2,1085,827,0.0,0.0
89317,32.2,25.4,381,285,0.0,0.0
89318,35.9,30.0,1035,815,0.0,0.0
89319,33.7,25.8,371,299,0.0,0.0
89402,23.6,13.2,221,202,0.0,0.0
89403,32.9,24.0,16824,13377,0.0,0.0
89404,34.5,22.1,65,58,0.0,0.0
89406,37.7,26.7,25204,19508,0.0,0.0
89408,35.0,26.0,23201,17275,0.0,0.0
89409,39.2,27.8,195,157,0.0,0.0
89410,27.9,22.4,11169,9256,0.0,0.0
89411,24.4,16.7,1342,1208,0.0,0.0
89412,28.9,20.2,257,214,0.0,0.0
89413,23.9,15.3,792,730,0.0,0.0
89414,38.5,28.7,290,218,0.0,0.0
89415,37.7,33.4,3534,2871,0.0,0.0
89418,35.9,27.1,381,293,0.0,0.0
89419,36.7,26.0,5157,4292,0.0,0.0
89421,39.0,27.4,458,333,0.0,0.0
89422,37.0,36.6,138,129,0.0,0.0
89423,26.7,20.8,11050,9308,0.0,0.0
89424,36.9,29.4,563,378,0.0,0.0
89425,35.3,25.8,371,278,0.0,0.0
89426,35.4,27.1,162,133,0.0,0.0
89427,42.4,36.0,809,564,0.0,0.0
89428,34.9,32.4,160,136,0.0,0.0
89429,37.6,31.2,8132,6633,0.0,0.0
89430,36.9,30.6,468,401,0.0,0.0
89431,31.6,28.1,40219,30733,0.0,0.0
89433,33.1,30.3,22065,16000,0.0,0.0
89434,27.1,20.4,28154,22540,0.0,0.0
89436,27.0,18.4,47393,36306,0.0,0.0
89439,28.0,19.7,2154,1762,0.0,0.0
89440,32.1,21.8,908,785,0.0,0.0
89441,27.4,18.0,13887,10721,0.0,0.0
89442,35.5,29.0,1212,911,0.0,0.0
89444,32.4,27.9,2939,2524,0.0,0.0
89445,36.3,26.6,16896,12422,0.0,0.0
89446,36.7,20.2,112,111,0.0,0.0
89447,38.4,33.9,8305,6552,0.0,0.0
89448,26.4,18.4,1905,1697,0.0,0.0
89449,27.0,17.1,2896,2527,0.0,0.0
89451,25.6,16.3,9531,8095,0.0,0.0
89460,27.8,21.9,13461,10908,0.0,0.0
89496,29.7,17.6,157,154,0.0,0.0
89501,32.6,26.7,3948,3687,0.0,0.0
89502,31.5,27.3,47062,36693,0.0,0.0
89503,28.0,21.0,28737,24572,0.0,0.0
89506,30.2,23.9,43321,32469,0.0,0.0
89508,29.6,21.3,13394,10315,0.0,0.0
89509,26.7,18.8,34817,28808,0.0,0.0
89510,29.2,21.9,1874,1492,0.0,0.0
89511,25.8,17.2,29143,23833,0.0,0.0
89512,30.7,27.3,30148,24214,0.0,0.0
89519,23.9,15.4,9610,7832,0.0,0.0
89521,26.3,17.3,39119,30170,0.0,0.0
89523,26.1,17.7,36646,29272,0.0,0.0
89557,28.4,23.9,1023,1010,0.0,0.0
89701,33.5,24.9,29213,23537,0.0,0.0
89703,29.5,20.3,10370,8769,0.0,0.0
89704,27.8,19.9,4503,3756,0.0,0.0
89705,27.9,21.5,5266,4193,0.0,0.0
89706,34.9,28.9,20778,16469,0.0,0.0
89801,37.9,25.8,26250,18994,0.0,0.0
89815,37.1,22.6,15856,11095,0.0,0.0
89820,36.3,28.8,5226,3846,0.0,0.0
89821,39.2,30.8,700,566,0.0,0.0
89822,37.0,23.5,1982,1502,0.0,0.0
89823,38.3,28.6,177,118,0.0,0.0
89825,39.6,30.9,884,672,0.0,0.0
89828,36.7,26.3,329,259,0.0,0.0
89830,39.5,31.5,130,99,0.0,0.0
89832,41.3,31.3,1338,918,0.0,0.0
89833,39.0,29.6,164,124,0.0,0.0
89834,37.7,28.6,136,101,0.0,0.0
89835,39.7,29.4,1689,1286,0.0,0.0
89883,41.5,33.5,4683,3082,0.0,0.0
90001,34.3,39.2,55859,39428,0.0,0.0
90002,35.1,38.5,53150,37021,0.0,0.0
90003,35.9,39.7,72764,50744,0.0,0.0
90004,25.8,27.9,58585,48418,0.0,0.0
90005,25.3,30.7,37987,32095,0.0,0.0
90006,29.6,36.7,58229,46560,0.0,0.0
90007,28.8,32.3,40944,34684,0.0,0.0
90008,33.0,27.3,33041,27049,0.0,0.0
90010,19.6,26.3,5400,4886,0.0,0.0
90011,35.8,42.3,102308,72347,0.0,0.0
90012,24.0,27.5,33851,30850,0.0,0.0
90013,33.6,31.6,15589,14945,0.0,0.0
90014,28.9,26.9,9254,8839,0.0,0.0
90015,27.2,26.4,27324,23679,0.0,0.0
90016,30.9,28.2,46512,37478,0.0,0.0
90017,30.3,34.0,27295,22670,0.0,0.0
90018,31.8,31.9,50179,39845,0.0,0.0
90019,27.9,27.7,62002,51384,0.0,0.0
90020,22.9,27.0,38694,32773,0.0,0.0
90021,37.0,35.9,5192,4697,0.0,0.0
90022,32.0,36.5,64517,48333,0.0,0.0
90023,33.1,38.8,45939,33467,0.0,0.0
90024,19.3,19.3,52862,48979,0.0,0.0
90025,21.1,15.4,45466,40134,0.0,0.0
90026,25.9,24.2,63329,53782,0.0,0.0
90027,24.6,19.3,44471,39492,0.0,0.0
90028,26.4,21.0,32330,29992,0.0,0.0
90029,27.4,28.2,34695,29382,0.0,0.0
90031,27.4,33.3,37333,29935,0.0,0.0
90032,28.1,31.0,43506,34843,0.0,0.0
90033,32.2,38.6,46081,34748,0.0,0.0
90034,22.6,16.9,57152,49546,0.0,0.0
90035,23.0,15.9,30294,24357,0.0,0.0
90036,22.4,15.3,39549,33603,0.0,0.0
90037,35.0,38.8,63706,46919,0.0,0.0
90038,28.8,27.3,27414,23650,0.0,0.0
90039,23.8,20.1,28059,23846,0.0,0.0
90040,30.7,34.1,12089,9222,0.0,0.0
90041,21.8,20.7,26654,22497,0.0,0.0
90042,25.9,24.4,58295,48003,0.0,0.0
90043,33.6,28.8,46179,37096,0.0,0.0
90044,35.9,37.2,94354,68059,0.0,0.0
90045,21.9,15.8,41035,34909,0.0,0.0
90046,24.0,15.7,49987,46030,0.0,0.0
90047,34.4,30.6,50154,39372,0.0,0.0
90048,22.6,15.1,22604,20223,0.0,0.0
90049,20.4,13.2,36980,31097,0.0,0.0
90056,28.1,20.0,8184,7038,0.0,0.0
90057,30.3,38.0,45510,35867,0.0,0.0
90058,35.5,42.8,3751,2640,0.0,0.0
90059,35.3,37.1,43551,30451,0.0,0.0
90061,34.6,35.1,29570,21399,0.0,0.0
90062,33.5,34.0,32524,25206,0.0,0.0
90063,31.4,36.0,50227,37769,0.0,0.0
90064,20.9,15.5,27553,22610,0.0,0.0
90065,25.8,25.4,44328,36302,0.0,0.0
90066,22.6,17.5,55304,46668,0.0,0.0
90067,19.9,18.7,3344,3130,0.0,0.0
90068,23.5,14.9,24361,22013,0.0,0.0
90069,23.6,14.7,20584,19632,0.0,0.0
90071,36.5,29.2,907,840,0.0,0.0
90073,37.1,50.9,936,845,0.0,0.0
90077,20.6,14.9,8874,7187,0.0,0.0
90089,27.6,28.7,5172,5114,0.0,0.0
90094,20.2,12.3,12746,10618,0.0,0.0
90201,34.1,39.6,95810,69899,0.0,0.0
90210,21.6,16.0,21134,17489,0.0,0.0
90211,21.8,15.9,8260,6728,0.0,0.0
90212,22.0,14.9,11451,9473,0.0,0.0
90220,34.0,33.8,50412,36887,0.0,0.0
90221,33.6,35.9,52561,37775,0.0,0.0
90222,32.7,32.7,32397,23289,0.0,0.0
90230,23.2,19.4,32743,26229,0.0,0.0
90232,22.2,16.9,16452,13697,0.0,0.0
90240,26.6,25.2,26495,20655,0.0,0.0
90241,28.0,27.5,44921,34865,0.0,0.0
90242,27.9,26.8,42939,33417,0.0,0.0
90245,22.0,14.3,17272,13722,0.0,0.0
90247,26.3,28.9,48543,38802,0.0,0.0
90248,24.3,26.7,11295,9184,0.0,0.0
90249,27.3,26.7,27125,21581,0.0,0.0
90250,30.6,28.8,97653,74716,0.0,0.0
90254,21.7,12.7,19736,16281,0.0,0.0
90255,32.8,37.9,71157,53319,0.0,0.0
90260,29.0,29.4,33338,26015,0.0,0.0
90262,32.7,35.5,67099,49547,0.0,0.0
90263,12.3,10.7,1972,1959,0.0,0.0
90265,22.5,15.6,15186,12874,0.0,0.0
90266,20.4,12.8,35506,27257,0.0,0.0
90270,32.8,38.3,25113,18357,0.0,0.0
90272,20.7,13.7,22849,17822,0.0,0.0
90274,18.6,15.4,25307,20292,0.0,0.0
90275,18.5,16.7,42452,34101,0.0,0.0
90277,22.2,14.8,37856,31802,0.0,0.0
90278,21.9,15.8,42188,32414,0.0,0.0
90280,31.0,33.9,92678,69893,0.0,0.0
90290,23.7,15.4,6640,5427,0.0,0.0
90291,23.8,14.9,28442,25030,0.0,0.0
90292,22.4,14.4,27681,25172,0.0,0.0
90293,21.6,13.4,12633,11327,0.0,0.0
90301,32.8,31.8,36270,28387,0.0,0.0
90302,31.9,27.1,29264,23040,0.0,0.0
90303,33.3,32.1,24490,18693,0.0,0.0
90304,32.0,35.3,26058,19356,0.0,0.0
90305,32.3,24.3,15367,12812,0.0,0.0
90401,23.9,16.3,8167,7534,0.0,0.0
90402,20.5,13.9,12295,10040,0.0,0.0
90403,22.5,15.4,25278,21981,0.0,0.0
90404,24.3,19.2,21995,18878,0.0,0.0
90405,23.0,15.5,27966,24090,0.0,0.0
90501,24.2,24.7,43990,34595,0.0,0.0
90502,21.9,24.7,18977,15905,0.0,0.0
90503,19.4,18.7,45386,36194,0.0,0.0
90504,20.8,22.1,32503,26354,0.0,0.0
90505,19.8,18.4,36643,29276,0.0,0.0
90601,27.7,26.1,32625,25936,0.0,0.0
90602,29.6,29.0,25521,19642,0.0,0.0
90603,25.1,21.4,21174,16450,0.0,0.0
90604,26.8,24.7,40110,30826,0.0,0.0
90605,28.0,26.8,40189,30904,0.0,0.0
90606,28.9,29.3,32078,25021,0.0,0.0
90620,23.7,26.6,46564,36907,0.0,0.0
90621,23.5,27.7,36972,28637,0.0,0.0
90623,19.6,24.0,15906,12945,0.0,0.0
90630,21.1,21.8,49965,39156,0.0,0.0
90631,26.0,25.7,69533,54272,0.0,0.0
90638,22.9,22.9,46967,38424,0.0,0.0
90639,13.2,11.3,1511,1509,0.0,0.0
90640,27.5,31.0,62678,49356,0.0,0.0
90650,26.9,28.4,102891,80246,0.0,0.0
90660,29.1,31.3,62013,48819,0.0,0.0
90670,28.3,29.8,17761,14163,0.0,0.0
90680,26.0,32.5,30045,23432,0.0,0.0
90701,21.7,27.4,16434,13325,0.0,0.0
90703,16.7,21.1,49735,40882,0.0,0.0
90704,28.7,26.6,3715,2917,0.0,0.0
90706,28.7,28.9,79179,60613,0.0,0.0
90710,25.7,26.1,26605,21001,0.0,0.0
90712,24.0,20.6,32332,25694,0.0,0.0
90713,24.5,20.2,28755,22772,0.0,0.0
90715,24.0,24.9,20999,16363,0.0,0.0
90716,29.0,33.2,14098,10534,0.0,0.0
90717,25.4,24.0,22044,17834,0.0,0.0
90720,23.6,20.6,22955,17608,0.0,0.0
90723,31.4,32.9,53770,39803,0.0,0.0
90731,29.3,27.8,61270,48323,0.0,0.0
90732,24.6,21.0,21397,17780,0.0,0.0
90740,21.3,21.3,24769,21737,0.0,0.0
90742,23.1,16.4,748,691,0.0,0.0
90743,22.1,16.7,466,422,0.0,0.0
90744,32.6,36.6,53074,38921,0.0,0.0
90745,23.9,28.5,59937,48719,0.0,0.0
90746,29.5,24.8,27147,22378,0.0,0.0
90755,24.7,21.6,11923,9495,0.0,0.0
90802,28.0,22.1,41686,36840,0.0,0.0
90803,23.1,15.9,32192,28633,0.0,0.0
90804,28.1,27.1,39370,31568,0.0,0.0
90805,30.7,31.3,95350,71345,0.0,0.0
90806,29.0,31.5,41611,31783,0.0,0.0
90807,25.3,21.8,32412,26218,0.0,0.0
90808,23.5,18.1,39747,31588,0.0,0.0
90810,26.7,30.0,38529,29864,0.0,0.0
90813,31.5,35.1,54565,40576,0.0,0.0
90814,25.2,18.2,19042,16352,0.0,0.0
90815,23.1,18.3,41837,34361,0.0,0.0
90822,36.2,39.9,54,51,0.0,0.0
91001,25.8,19.9,36578,29591,0.0,0.0
91006,17.2,21.9,31949,25635,0.0,0.0
91007,16.5,21.9,33804,27196,0.0,0.0
91008,19.4,18.8,1010,848,0.0,0.0
91010,25.0,26.6,26730,21824,0.0,0.0
91011,18.5,15.1,20588,15697,0.0,0.0
91016,24.4,21.8,41852,33717,0.0,0.0
91020,22.3,19.9,8439,6688,0.0,0.0
91024,21.5,15.6,11268,9143,0.0,0.0
91030,19.4,15.9,26927,20702,0.0,0.0
91040,25.9,22.6,21588,18073,0.0,0.0
91042,26.3,23.5,28036,23187,0.0,0.0
91046,19.0,21.8,141,134,0.0,0.0
91101,23.5,20.6,20583,18338,0.0,0.0
91103,29.2,28.8,26887,21521,0.0,0.0
91104,25.7,21.8,34707,28275,0.0,0.0
91105,20.0,15.3,13869,11862,0.0,0.0
91106,22.4,18.7,24172,20724,0.0,0.0
91107,21.6,18.7,33729,27924,0.0,0.0
91108,14.9,16.4,12777,10113,0.0,0.0
91125,18.5,14.6,161,140,0.0,0.0
91201,26.6,24.2,22608,18962,0.0,0.0
91202,23.8,20.2,22875,19036,0.0,0.0
91203,24.3,21.3,16930,14488,0.0,0.0
91204,25.7,26.0,17302,14739,0.0,0.0
91205,26.6,26.3,36693,30820,0.0,0.0
91206,24.2,21.7,33252,27872,0.0,0.0
91207,23.7,19.9,10369,8651,0.0,0.0
91208,21.9,17.3,16776,13615,0.0,0.0
91210,25.0,21.9,555,459,0.0,0.0
91214,20.4,17.0,31097,24293,0.0,0.0
91301,22.2,15.5,24790,19534,0.0,0.0
91302,21.7,14.9,25468,20085,0.0,0.0
91303,28.4,28.2,28457,22254,0.0,0.0
91304,25.9,25.0,52386,41353,0.0,0.0
91306,26.7,28.2,46669,36985,0.0,0.0
91307,22.4,18.5,24855,19805,0.0,0.0
91311,23.2,20.5,39014,32098,0.0,0.0
91316,23.8,18.0,28777,23866,0.0,0.0
91320,22.7,18.0,44462,34665,0.0,0.0
91321,26.0,23.8,33560,25795,0.0,0.0
91324,24.5,23.7,29500,24074,0.0,0.0
91325,24.8,23.3,35250,28742,0.0,0.0
91326,20.2,18.5,38041,30393,0.0,0.0
91330,20.5,19.0,2273,2209,0.0,0.0
91331,30.8,35.2,100720,76200,0.0,0.0
91335,27.0,27.3,76650,61254,0.0,0.0
91340,30.0,32.0,34610,26247,0.0,0.0
91342,28.9,29.7,96429,73907,0.0,0.0
91343,27.4,29.0,62595,47911,0.0,0.0
91344,23.8,21.9,52481,42392,0.0,0.0
91345,26.9,28.3,18895,15202,0.0,0.0
91350,24.2,19.1,41514,31332,0.0,0.0
91351,26.4,23.3,34684,26772,0.0,0.0
91352,29.3,31.4,47274,37021,0.0,0.0
91354,22.4,17.1,33962,25205,0.0,0.0
91355,23.3,18.3,32886,26578,0.0,0.0
91356,23.7,18.2,30664,24884,0.0,0.0
91360,23.4,20.2,43046,35062,0.0,0.0
91361,22.3,17.1,20262,16744,0.0,0.0
91362,23.0,18.0,35803,28646,0.0,0.0
91364,23.2,16.4,27071,21910,0.0,0.0
91367,23.0,17.8,46498,38295,0.0,0.0
91377,21.4,15.3,13898,10683,0.0,0.0
91381,21.9,17.6,20862,15793,0.0,0.0
91384,25.9,21.6,28585,23208,0.0,0.0
91387,26.0,22.3,45749,34378,0.0,0.0
91390,24.3,18.2,20128,15555,0.0,0.0
91401,27.9,25.2,39621,32036,0.0,0.0
91402,29.4,34.3,70140,53099,0.0,0.0
91403,22.7,15.0,25329,21324,0.0,0.0
91405,29.3,29.1,55319,43347,0.0,0.0
91406,28.9,28.1,53252,42112,0.0,0.0
91411,28.2,26.2,24984,19847,0.0,0.0
91423,23.4,15.4,32635,27603,0.0,0.0
91436,21.8,15.9,15189,11884,0.0,0.0
91501,25.2,20.8,21157,17424,0.0,0.0
91502,26.0,23.5,11665,9911,0.0,0.0
91504,24.5,20.3,26678,21427,0.0,0.0
91505,24.0,18.4,32371,26755,0.0,0.0
91506,24.1,19.2,19338,16008,0.0,0.0
91601,26.1,20.0,39429,34184,0.0,0.0
91602,24.4,16.3,19647,17251,0.0,0.0
91604,22.7,14.5,30947,25943,0.0,0.0
91605,28.6,29.7,54341,42921,0.0,0.0
91606,28.7,27.7,43955,35666,0.0,0.0
91607,25.5,18.6,30502,25436,0.0,0.0
91701,29.1,19.8,38778,30727,0.0,0.0
91702,26.9,27.6,62328,48898,0.0,0.0
91706,27.3,33.0,73313,56682,0.0,0.0
91708,28.3,20.4,14381,10467,0.0,0.0
91709,24.9,19.8,78530,61511,0.0,0.0
91710,30.9,25.2,82576,64884,0.0,0.0
91711,20.8,17.2,38122,31836,0.0,0.0
91722,26.0,26.3,36111,28528,0.0,0.0
91723,26.3,24.7,19653,15425,0.0,0.0
91724,25.2,23.9,27180,21726,0.0,0.0
91730,31.7,22.5,68883,53007,0.0,0.0
91731,26.1,35.4,28197,22082,0.0,0.0
91732,26.5,35.7,60137,46147,0.0,0.0
91733,28.3,37.8,41990,31939,0.0,0.0
91737,29.3,20.5,24568,19245,0.0,0.0
91739,28.4,19.0,42411,31978,0.0,0.0
91740,25.5,22.9,26644,21328,0.0,0.0
91741,23.0,18.8,26999,21389,0.0,0.0
91744,27.7,31.8,81817,62998,0.0,0.0
91745,21.6,26.5,54280,44116,0.0,0.0
91746,27.7,31.8,29509,23102,0.0,0.0
91748,19.0,27.8,44737,36734,0.0,0.0
91750,24.1,21.1,33376,26864,0.0,0.0
91752,35.9,27.8,38610,28761,0.0,0.0
91754,19.1,29.8,33300,27522,0.0,0.0
91755,18.6,33.0,27637,23021,0.0,0.0
91759,31.1,20.7,432,372,0.0,0.0
91761,32.4,25.8,60306,45997,0.0,0.0
91762,33.5,27.9,62524,46768,0.0,0.0
91763,34.1,30.7,37631,28399,0.0,0.0
91764,35.1,29.5,55322,41235,0.0,0.0
91765,18.3,21.9,46449,37980,0.0,0.0
91766,28.7,31.0,70701,53233,0.0,0.0
91767,29.0,29.7,51654,39980,0.0,0.0
91768,27.6,28.8,35568,27835,0.0,0.0
91770,20.2,34.2,59360,48779,0.0,0.0
91773,24.4,21.8,34592,27935,0.0,0.0
91775,18.6,22.5,24252,19499,0.0,0.0
91776,19.2,30.5,38031,31682,0.0,0.0
91780,18.4,25.5,35751,28869,0.0,0.0
91784,27.1,18.1,26718,21799,0.0,0.0
91786,31.4,23.1,55763,43112,0.0,0.0
91789,16.9,22.4,41235,34038,0.0,0.0
91790,24.8,27.7,46364,37006,0.0,0.0
91791,23.0,25.2,34267,27597,0.0,0.0
91792,21.9,26.6,30683,24763,0.0,0.0
