year,zcta5,measure,data_value,data_value_type,totalpopulation,totalpop18plus
2023,28624,Physical Inactivity,36.9,Crude prevalence,1395,1162
2023,28624,Obesity,43.1,Crude prevalence,1395,1162
2023,28625,Physical Inactivity,24.9,Crude prevalence,38396,30183
2023,28625,Obesity,34.1,Crude prevalence,38396,30183
2023,28626,Physical Inactivity,21.5,Crude prevalence,2499,2057
2023,28626,Obesity,34.4,Crude prevalence,2499,2057
2023,28627,Physical Inactivity,29.1,Crude prevalence,1334,1090
2023,28627,Obesity,36.4,Crude prevalence,1334,1090
2023,28628,Physical Inactivity,31.5,Crude prevalence,117,90
2023,28628,Obesity,39.7,Crude prevalence,117,90
2023,28629,Physical Inactivity,27.4,Crude prevalence,59,52
2023,28629,Obesity,35.5,Crude prevalence,59,52
2023,28630,Physical Inactivity,24.9,Crude prevalence,19772,15795
2023,28630,Obesity,32.2,Crude prevalence,19772,15795
2023,28631,Physical Inactivity,29.0,Crude prevalence,647,524
2023,28631,Obesity,38.8,Crude prevalence,647,524
2023,28634,Physical Inactivity,26.4,Crude prevalence,5164,4014
2023,28634,Obesity,35.5,Crude prevalence,5164,4014
2023,28635,Physical Inactivity,26.2,Crude prevalence,3464,2746
2023,28635,Obesity,37.5,Crude prevalence,3464,2746
2023,28636,Physical Inactivity,28.2,Crude prevalence,4998,3934
2023,28636,Obesity,38.1,Crude prevalence,4998,3934
2023,28637,Physical Inactivity,26.8,Crude prevalence,1471,1207
2023,28637,Obesity,36.0,Crude prevalence,1471,1207
2023,28638,Physical Inactivity,27.0,Crude prevalence,11880,9386
2023,28638,Obesity,33.2,Crude prevalence,11880,9386
2023,28640,Physical Inactivity,26.2,Crude prevalence,4622,3850
2023,28640,Obesity,36.0,Crude prevalence,4622,3850
2023,28642,Physical Inactivity,27.0,Crude prevalence,5336,4201
2023,28642,Obesity,36.7,Crude prevalence,5336,4201
2023,28643,Physical Inactivity,27.7,Crude prevalence,3233,2663
2023,28643,Obesity,36.9,Crude prevalence,3233,2663
2023,28644,Physical Inactivity,28.4,Crude prevalence,1598,1361
2023,28644,Obesity,36.5,Crude prevalence,1598,1361
2023,28645,Physical Inactivity,29.0,Crude prevalence,46004,36853
2023,28645,Obesity,34.5,Crude prevalence,46004,36853
2023,28646,Physical Inactivity,24.1,Crude prevalence,553,481
2023,28646,Obesity,35.8,Crude prevalence,553,481
2023,28649,Physical Inactivity,29.4,Crude prevalence,936,779
2023,28649,Obesity,37.7,Crude prevalence,936,779
2023,28650,Physical Inactivity,23.8,Crude prevalence,12982,10228
2023,28650,Obesity,37.3,Crude prevalence,12982,10228
2023,28651,Physical Inactivity,27.4,Crude prevalence,6305,4986
2023,28651,Obesity,38.1,Crude prevalence,6305,4986
2023,28652,Physical Inactivity,25.5,Crude prevalence,73,64
2023,28652,Obesity,37.8,Crude prevalence,73,64
2023,28654,Physical Inactivity,25.2,Crude prevalence,3354,2693
2023,28654,Obesity,36.7,Crude prevalence,3354,2693
2023,28655,Physical Inactivity,29.0,Crude prevalence,55328,44141
2023,28655,Obesity,37.4,Crude prevalence,55328,44141
2023,28657,Physical Inactivity,25.5,Crude prevalence,9086,7496
2023,28657,Obesity,36.5,Crude prevalence,9086,7496
2023,28658,Physical Inactivity,25.1,Crude prevalence,26453,20893
2023,28658,Obesity,37.9,Crude prevalence,26453,20893
2023,28659,Physical Inactivity,28.3,Crude prevalence,20588,16256
2023,28659,Obesity,38.2,Crude prevalence,20588,16256
2023,28660,Physical Inactivity,26.0,Crude prevalence,2289,1797
2023,28660,Obesity,34.9,Crude prevalence,2289,1797
2023,28662,Physical Inactivity,25.5,Crude prevalence,127,111
2023,28662,Obesity,36.2,Crude prevalence,127,111
2023,28663,Physical Inactivity,28.1,Crude prevalence,701,589
2023,28663,Obesity,35.8,Crude prevalence,701,589
2023,28664,Physical Inactivity,28.3,Crude prevalence,91,79
2023,28664,Obesity,38.8,Crude prevalence,91,79
2023,28665,Physical Inactivity,29.1,Crude prevalence,2549,2100
2023,28665,Obesity,38.7,Crude prevalence,2549,2100
2023,28666,Physical Inactivity,33.5,Crude prevalence,118,96
2023,28666,Obesity,39.8,Crude prevalence,118,96
2023,28667,Physical Inactivity,23.0,Crude prevalence,376,276
2023,28667,Obesity,31.0,Crude prevalence,376,276
2023,28668,Physical Inactivity,30.6,Crude prevalence,272,245
2023,28668,Obesity,35.7,Crude prevalence,272,245
2023,28669,Physical Inactivity,30.2,Crude prevalence,2861,2234
2023,28669,Obesity,39.9,Crude prevalence,2861,2234
2023,28670,Physical Inactivity,28.2,Crude prevalence,2747,2189
2023,28670,Obesity,38.2,Crude prevalence,2747,2189
2023,28671,Physical Inactivity,27.9,Crude prevalence,503,455
2023,28671,Obesity,29.5,Crude prevalence,503,455
2023,28673,Physical Inactivity,19.7,Crude prevalence,6761,5612
2023,28673,Obesity,35.3,Crude prevalence,6761,5612
2023,28675,Physical Inactivity,29.6,Crude prevalence,6138,5011
2023,28675,Obesity,36.4,Crude prevalence,6138,5011
2023,28676,Physical Inactivity,27.3,Crude prevalence,3471,2794
2023,28676,Obesity,39.4,Crude prevalence,3471,2794
2023,28677,Physical Inactivity,26.5,Crude prevalence,35926,27839
2023,28677,Obesity,36.5,Crude prevalence,35926,27839
2023,28678,Physical Inactivity,26.8,Crude prevalence,4999,3932
2023,28678,Obesity,36.4,Crude prevalence,4999,3932
2023,28679,Physical Inactivity,23.0,Crude prevalence,1911,1543
2023,28679,Obesity,35.0,Crude prevalence,1911,1543
2023,28681,Physical Inactivity,26.3,Crude prevalence,25181,20367
2023,28681,Obesity,36.6,Crude prevalence,25181,20367
2023,28682,Physical Inactivity,20.1,Crude prevalence,1126,969
2023,28682,Obesity,35.2,Crude prevalence,1126,969
2023,28683,Physical Inactivity,31.9,Crude prevalence,1740,1419
2023,28683,Obesity,41.6,Crude prevalence,1740,1419
2023,28684,Physical Inactivity,21.6,Crude prevalence,2065,1684
2023,28684,Obesity,33.5,Crude prevalence,2065,1684
2023,28685,Physical Inactivity,31.2,Crude prevalence,1831,1507
2023,28685,Obesity,39.4,Crude prevalence,1831,1507
2023,28689,Physical Inactivity,27.8,Crude prevalence,1846,1434
2023,28689,Obesity,36.1,Crude prevalence,1846,1434
2023,28690,Physical Inactivity,25.6,Crude prevalence,9124,7363
2023,28690,Obesity,34.8,Crude prevalence,9124,7363
2023,28692,Physical Inactivity,23.2,Crude prevalence,4161,3444
2023,28692,Obesity,35.4,Crude prevalence,4161,3444
2023,28693,Physical Inactivity,28.0,Crude prevalence,1425,1150
2023,28693,Obesity,36.9,Crude prevalence,1425,1150
2023,28694,Physical Inactivity,26.1,Crude prevalence,7769,6425
2023,28694,Obesity,36.1,Crude prevalence,7769,6425
2023,28697,Physical Inactivity,26.0,Crude prevalence,12674,10174
2023,28697,Obesity,36.7,Crude prevalence,12674,10174
2023,28698,Physical Inactivity,23.4,Crude prevalence,2141,1727
2023,28698,Obesity,34.8,Crude prevalence,2141,1727
2023,28701,Physical Inactivity,23.4,Crude prevalence,4311,3498
2023,28701,Obesity,33.3,Crude prevalence,4311,3498
2023,28702,Physical Inactivity,25.9,Crude prevalence,409,332
2023,28702,Obesity,34.4,Crude prevalence,409,332
2023,28704,Physical Inactivity,20.2,Crude prevalence,23734,18800
2023,28704,Obesity,31.0,Crude prevalence,23734,18800
2023,28705,Physical Inactivity,25.6,Crude prevalence,6220,5151
2023,28705,Obesity,37.5,Crude prevalence,6220,5151
2023,28707,Physical Inactivity,20.9,Crude prevalence,302,254
2023,28707,Obesity,32.5,Crude prevalence,302,254
2023,28708,Physical Inactivity,26.1,Crude prevalence,662,525
2023,28708,Obesity,37.1,Crude prevalence,662,525
2023,28709,Physical Inactivity,20.4,Crude prevalence,2214,1787
2023,28709,Obesity,30.8,Crude prevalence,2214,1787
2023,28710,Physical Inactivity,23.6,Crude prevalence,85,79
2023,28710,Obesity,33.6,Crude prevalence,85,79
2023,28711,Physical Inactivity,19.6,Crude prevalence,14047,11783
2023,28711,Obesity,29.9,Crude prevalence,14047,11783
2023,28712,Physical Inactivity,22.0,Crude prevalence,18928,15822
2023,28712,Obesity,32.9,Crude prevalence,18928,15822
2023,28713,Physical Inactivity,27.1,Crude prevalence,8551,6901
2023,28713,Obesity,39.5,Crude prevalence,8551,6901
2023,28714,Physical Inactivity,26.6,Crude prevalence,16397,13407
2023,28714,Obesity,35.6,Crude prevalence,16397,13407
2023,28715,Physical Inactivity,22.6,Crude prevalence,27810,21994
2023,28715,Obesity,32.7,Crude prevalence,27810,21994
2023,28716,Physical Inactivity,24.9,Crude prevalence,17710,14278
2023,28716,Obesity,34.3,Crude prevalence,17710,14278
2023,28717,Physical Inactivity,19.1,Crude prevalence,1639,1408
2023,28717,Obesity,30.2,Crude prevalence,1639,1408
2023,28718,Physical Inactivity,22.0,Crude prevalence,597,522
2023,28718,Obesity,34.4,Crude prevalence,597,522
2023,28719,Physical Inactivity,31.1,Crude prevalence,7980,5638
2023,28719,Obesity,42.9,Crude prevalence,7980,5638
2023,28720,Physical Inactivity,22.7,Crude prevalence,125,115
2023,28720,Obesity,35.1,Crude prevalence,125,115
2023,28721,Physical Inactivity,21.2,Crude prevalence,10370,8192
2023,28721,Obesity,32.0,Crude prevalence,10370,8192
2023,28722,Physical Inactivity,25.1,Crude prevalence,6223,5221
2023,28722,Obesity,33.9,Crude prevalence,6223,5221
2023,28723,Physical Inactivity,21.2,Crude prevalence,12297,11150
2023,28723,Obesity,30.7,Crude prevalence,12297,11150
2023,28725,Physical Inactivity,28.2,Crude prevalence,102,84
2023,28725,Obesity,35.5,Crude prevalence,102,84
2023,28726,Physical Inactivity,31.3,Crude prevalence,3787,2819
2023,28726,Obesity,35.8,Crude prevalence,3787,2819
2023,28729,Physical Inactivity,25.0,Crude prevalence,2923,2450
2023,28729,Obesity,31.4,Crude prevalence,2923,2450
2023,28730,Physical Inactivity,20.0,Crude prevalence,9707,7806
2023,28730,Obesity,31.3,Crude prevalence,9707,7806
2023,28731,Physical Inactivity,26.6,Crude prevalence,8806,7352
2023,28731,Obesity,31.5,Crude prevalence,8806,7352
2023,28732,Physical Inactivity,19.4,Crude prevalence,19158,14875
2023,28732,Obesity,29.5,Crude prevalence,19158,14875
2023,28733,Physical Inactivity,24.0,Crude prevalence,66,54
2023,28733,Obesity,32.7,Crude prevalence,66,54
2023,28734,Physical Inactivity,27.3,Crude prevalence,29284,23800
2023,28734,Obesity,35.6,Crude prevalence,29284,23800
2023,28735,Physical Inactivity,23.4,Crude prevalence,322,271
2023,28735,Obesity,31.8,Crude prevalence,322,271
2023,28736,Physical Inactivity,24.8,Crude prevalence,1026,879
2023,28736,Obesity,35.1,Crude prevalence,1026,879
2023,28739,Physical Inactivity,21.5,Crude prevalence,21251,17910
2023,28739,Obesity,29.4,Crude prevalence,21251,17910
2023,28740,Physical Inactivity,25.2,Crude prevalence,2273,1886
2023,28740,Obesity,36.2,Crude prevalence,2273,1886
2023,28741,Physical Inactivity,22.9,Crude prevalence,3736,3290
2023,28741,Obesity,31.6,Crude prevalence,3736,3290
2023,28742,Physical Inactivity,21.5,Crude prevalence,2981,2387
2023,28742,Obesity,30.9,Crude prevalence,2981,2387
2023,28743,Physical Inactivity,26.0,Crude prevalence,1980,1628
2023,28743,Obesity,37.0,Crude prevalence,1980,1628
2023,28745,Physical Inactivity,22.3,Crude prevalence,697,598
2023,28745,Obesity,29.4,Crude prevalence,697,598
2023,28746,Physical Inactivity,24.1,Crude prevalence,2726,2429
2023,28746,Obesity,35.2,Crude prevalence,2726,2429
2023,28747,Physical Inactivity,24.5,Crude prevalence,2114,1716
2023,28747,Obesity,35.7,Crude prevalence,2114,1716
2023,28748,Physical Inactivity,23.4,Crude prevalence,13030,10325
2023,28748,Obesity,33.4,Crude prevalence,13030,10325
2023,28749,Physical Inactivity,25.5,Crude prevalence,157,125
2023,28749,Obesity,33.0,Crude prevalence,157,125
2023,28751,Physical Inactivity,24.4,Crude prevalence,3965,3492
2023,28751,Obesity,32.9,Crude prevalence,3965,3492
2023,28752,Physical Inactivity,26.8,Crude prevalence,29669,23611
2023,28752,Obesity,35.9,Crude prevalence,29669,23611
2023,28753,Physical Inactivity,23.7,Crude prevalence,11321,9238
2023,28753,Obesity,35.2,Crude prevalence,11321,9238
2023,28754,Physical Inactivity,22.2,Crude prevalence,8074,6726
2023,28754,Obesity,33.8,Crude prevalence,8074,6726
2023,28756,Physical Inactivity,29.4,Crude prevalence,4156,3376
2023,28756,Obesity,39.5,Crude prevalence,4156,3376
2023,28757,Physical Inactivity,16.3,Crude prevalence,901,851
2023,28757,Obesity,23.5,Crude prevalence,901,851
2023,28759,Physical Inactivity,19.8,Crude prevalence,7728,6125
2023,28759,Obesity,28.9,Crude prevalence,7728,6125
2023,28761,Physical Inactivity,26.6,Crude prevalence,8317,6731
2023,28761,Obesity,35.2,Crude prevalence,8317,6731
2023,28762,Physical Inactivity,24.3,Crude prevalence,6661,5473
2023,28762,Obesity,34.1,Crude prevalence,6661,5473
2023,28763,Physical Inactivity,30.1,Crude prevalence,2842,2299
2023,28763,Obesity,37.8,Crude prevalence,2842,2299
2023,28766,Physical Inactivity,19.3,Crude prevalence,1440,1139
2023,28766,Obesity,32.3,Crude prevalence,1440,1139
2023,28768,Physical Inactivity,22.6,Crude prevalence,6820,5654
2023,28768,Obesity,34.8,Crude prevalence,6820,5654
2023,28771,Physical Inactivity,25.7,Crude prevalence,7581,6001
2023,28771,Obesity,35.3,Crude prevalence,7581,6001
2023,28772,Physical Inactivity,22.4,Crude prevalence,1365,1046
2023,28772,Obesity,34.7,Crude prevalence,1365,1046
2023,28773,Physical Inactivity,20.7,Crude prevalence,3204,2731
2023,28773,Obesity,31.7,Crude prevalence,3204,2731
2023,28774,Physical Inactivity,20.0,Crude prevalence,1571,1400
2023,28774,Obesity,30.5,Crude prevalence,1571,1400
2023,28775,Physical Inactivity,22.9,Crude prevalence,573,490
2023,28775,Obesity,33.1,Crude prevalence,573,490
2023,28777,Physical Inactivity,24.0,Crude prevalence,10635,8981
2023,28777,Obesity,37.7,Crude prevalence,10635,8981
2023,28778,Physical Inactivity,22.0,Crude prevalence,10328,8391
2023,28778,Obesity,31.6,Crude prevalence,10328,8391
2023,28779,Physical Inactivity,25.4,Crude prevalence,16586,13275
2023,28779,Obesity,35.8,Crude prevalence,16586,13275
2023,28781,Physical Inactivity,27.9,Crude prevalence,760,645
2023,28781,Obesity,35.5,Crude prevalence,760,645
2023,28782,Physical Inactivity,24.4,Crude prevalence,5889,5069
2023,28782,Obesity,35.2,Crude prevalence,5889,5069
2023,28783,Physical Inactivity,25.2,Crude prevalence,1473,1184
2023,28783,Obesity,36.1,Crude prevalence,1473,1184
2023,28785,Physical Inactivity,24.6,Crude prevalence,8238,6962
2023,28785,Obesity,33.3,Crude prevalence,8238,6962
2023,28786,Physical Inactivity,25.0,Crude prevalence,21204,17631
2023,28786,Obesity,33.6,Crude prevalence,21204,17631
2023,28787,Physical Inactivity,19.3,Crude prevalence,21948,17784
2023,28787,Obesity,30.3,Crude prevalence,21948,17784
2023,84531,Obesity,39.7,Crude prevalence,448,311
2023,28788,Physical Inactivity,23.8,Crude prevalence,168,136
2023,28788,Obesity,34.3,Crude prevalence,168,136
2023,28789,Physical Inactivity,28.2,Crude prevalence,5804,4690
2023,28789,Obesity,38.7,Crude prevalence,5804,4690
2023,28790,Physical Inactivity,21.5,Crude prevalence,3128,2519
2023,28790,Obesity,30.0,Crude prevalence,3128,2519
2023,28791,Physical Inactivity,20.6,Crude prevalence,14899,12389
2023,28791,Obesity,28.3,Crude prevalence,14899,12389
2023,28792,Physical Inactivity,27.0,Crude prevalence,35962,28793
2023,28792,Obesity,32.4,Crude prevalence,35962,28793
2023,28801,Physical Inactivity,22.9,Crude prevalence,15148,12965
2023,28801,Obesity,35.3,Crude prevalence,15148,12965
2023,28803,Physical Inactivity,20.8,Crude prevalence,34108,28315
2023,28803,Obesity,31.4,Crude prevalence,34108,28315
2023,28804,Physical Inactivity,17.4,Crude prevalence,23964,20479
2023,28804,Obesity,28.5,Crude prevalence,23964,20479
2023,28805,Physical Inactivity,19.6,Crude prevalence,18554,15638
2023,28805,Obesity,30.7,Crude prevalence,18554,15638
2023,28806,Physical Inactivity,20.1,Crude prevalence,44621,35663
2023,28806,Obesity,32.1,Crude prevalence,44621,35663
2023,28901,Physical Inactivity,31.9,Crude prevalence,5212,4142
2023,28901,Obesity,38.0,Crude prevalence,5212,4142
2023,28902,Physical Inactivity,30.5,Crude prevalence,1398,1168
2023,28902,Obesity,37.9,Crude prevalence,1398,1168
2023,28904,Physical Inactivity,25.4,Crude prevalence,9004,7517
2023,28904,Obesity,35.5,Crude prevalence,9004,7517
2023,28905,Physical Inactivity,25.8,Crude prevalence,3277,2653
2023,28905,Obesity,34.6,Crude prevalence,3277,2653
2023,28906,Physical Inactivity,26.2,Crude prevalence,19896,16927
2023,28906,Obesity,34.5,Crude prevalence,19896,16927
2023,28909,Physical Inactivity,26.4,Crude prevalence,1060,864
2023,28909,Obesity,36.9,Crude prevalence,1060,864
2023,29001,Physical Inactivity,32.5,Crude prevalence,1935,1508
2023,29001,Obesity,38.6,Crude prevalence,1935,1508
2023,29003,Physical Inactivity,33.5,Crude prevalence,5859,4638
2023,29003,Obesity,43.1,Crude prevalence,5859,4638
2023,29006,Physical Inactivity,31.4,Crude prevalence,9608,7479
2023,29006,Obesity,39.5,Crude prevalence,9608,7479
2023,29009,Physical Inactivity,33.5,Crude prevalence,2474,1935
2023,29009,Obesity,39.0,Crude prevalence,2474,1935
2023,29010,Physical Inactivity,36.8,Crude prevalence,11564,9479
2023,29010,Obesity,44.6,Crude prevalence,11564,9479
2023,29014,Physical Inactivity,30.6,Crude prevalence,1702,1390
2023,29014,Obesity,38.2,Crude prevalence,1702,1390
2023,29015,Physical Inactivity,34.1,Crude prevalence,1329,1107
2023,29015,Obesity,47.3,Crude prevalence,1329,1107
2023,29016,Physical Inactivity,19.3,Crude prevalence,26245,19563
2023,29016,Obesity,34.0,Crude prevalence,26245,19563
2023,29018,Physical Inactivity,34.4,Crude prevalence,3256,2618
2023,29018,Obesity,42.8,Crude prevalence,3256,2618
2023,29020,Physical Inactivity,29.3,Crude prevalence,23264,18372
2023,29020,Obesity,37.7,Crude prevalence,23264,18372
2023,29030,Physical Inactivity,32.6,Crude prevalence,1827,1492
2023,29030,Obesity,42.2,Crude prevalence,1827,1492
2023,29031,Physical Inactivity,34.0,Crude prevalence,1158,957
2023,29031,Obesity,44.0,Crude prevalence,1158,957
2023,29032,Physical Inactivity,30.7,Crude prevalence,4379,3358
2023,29032,Obesity,38.8,Crude prevalence,4379,3358
2023,29033,Physical Inactivity,27.0,Crude prevalence,12575,10343
2023,29033,Obesity,36.6,Crude prevalence,12575,10343
2023,29036,Physical Inactivity,19.3,Crude prevalence,27047,20381
2023,29036,Obesity,31.3,Crude prevalence,27047,20381
2023,29037,Physical Inactivity,29.7,Crude prevalence,852,708
2023,29037,Obesity,37.9,Crude prevalence,852,708
2023,29038,Physical Inactivity,31.2,Crude prevalence,2318,1848
2023,29038,Obesity,39.3,Crude prevalence,2318,1848
2023,29039,Physical Inactivity,31.5,Crude prevalence,3672,2727
2023,29039,Obesity,40.8,Crude prevalence,3672,2727
2023,29040,Physical Inactivity,23.8,Crude prevalence,8596,6588
2023,29040,Obesity,40.8,Crude prevalence,8596,6588
2023,29042,Physical Inactivity,32.7,Crude prevalence,4603,3751
2023,29042,Obesity,43.4,Crude prevalence,4603,3751
2023,29044,Physical Inactivity,28.5,Crude prevalence,4993,4056
2023,29044,Obesity,39.6,Crude prevalence,4993,4056
2023,29045,Physical Inactivity,22.4,Crude prevalence,27723,20793
2023,29045,Obesity,34.7,Crude prevalence,27723,20793
2023,29046,Physical Inactivity,46.7,Crude prevalence,71,69
2023,29046,Obesity,48.5,Crude prevalence,71,69
2023,29047,Physical Inactivity,34.3,Crude prevalence,3303,2753
2023,29047,Obesity,42.9,Crude prevalence,3303,2753
2023,29048,Physical Inactivity,37.7,Crude prevalence,4317,3527
2023,29048,Obesity,43.8,Crude prevalence,4317,3527
2023,29051,Physical Inactivity,31.6,Crude prevalence,781,641
2023,29051,Obesity,44.0,Crude prevalence,781,641
2023,29052,Physical Inactivity,30.0,Crude prevalence,1634,1362
2023,29052,Obesity,42.2,Crude prevalence,1634,1362
2023,29053,Physical Inactivity,33.8,Crude prevalence,19239,14361
2023,29053,Obesity,41.8,Crude prevalence,19239,14361
2023,29054,Physical Inactivity,25.3,Crude prevalence,10774,8276
2023,29054,Obesity,35.4,Crude prevalence,10774,8276
2023,29055,Physical Inactivity,33.5,Crude prevalence,4117,3265
2023,29055,Obesity,40.0,Crude prevalence,4117,3265
2023,29056,Physical Inactivity,30.6,Crude prevalence,2162,1767
2023,29056,Obesity,42.6,Crude prevalence,2162,1767
2023,29058,Physical Inactivity,27.2,Crude prevalence,4671,3639
2023,29058,Obesity,37.0,Crude prevalence,4671,3639
2023,29059,Physical Inactivity,38.8,Crude prevalence,5662,4470
2023,29059,Obesity,45.3,Crude prevalence,5662,4470
2023,29061,Physical Inactivity,28.6,Crude prevalence,13684,10830
2023,29061,Obesity,41.3,Crude prevalence,13684,10830
2023,29062,Physical Inactivity,25.3,Crude prevalence,64,59
2023,29062,Obesity,44.7,Crude prevalence,64,59
2023,29063,Physical Inactivity,17.4,Crude prevalence,36341,27641
2023,29063,Obesity,31.0,Crude prevalence,36341,27641
2023,29065,Physical Inactivity,33.7,Crude prevalence,640,520
2023,29065,Obesity,47.1,Crude prevalence,640,520
2023,29067,Physical Inactivity,32.1,Crude prevalence,10137,8104
2023,29067,Obesity,40.3,Crude prevalence,10137,8104
2023,29069,Physical Inactivity,31.8,Crude prevalence,4496,3551
2023,29069,Obesity,46.5,Crude prevalence,4496,3551
2023,29070,Physical Inactivity,29.3,Crude prevalence,15757,12321
2023,29070,Obesity,38.1,Crude prevalence,15757,12321
2023,29072,Physical Inactivity,20.5,Crude prevalence,65060,47946
2023,29072,Obesity,32.5,Crude prevalence,65060,47946
2023,29073,Physical Inactivity,27.6,Crude prevalence,48653,35956
2023,29073,Obesity,37.7,Crude prevalence,48653,35956
2023,29074,Physical Inactivity,28.5,Crude prevalence,343,322
2023,29074,Obesity,32.3,Crude prevalence,343,322
2023,29075,Physical Inactivity,22.3,Crude prevalence,3189,2503
2023,29075,Obesity,33.2,Crude prevalence,3189,2503
2023,29078,Physical Inactivity,26.1,Crude prevalence,16430,12414
2023,29078,Obesity,35.7,Crude prevalence,16430,12414
2023,29079,Physical Inactivity,31.7,Crude prevalence,80,53
2023,29079,Obesity,48.5,Crude prevalence,80,53
2023,29080,Physical Inactivity,37.6,Crude prevalence,2592,2155
2023,29080,Obesity,48.1,Crude prevalence,2592,2155
2023,29081,Physical Inactivity,31.2,Crude prevalence,1219,995
2023,29081,Obesity,39.7,Crude prevalence,1219,995
2023,29082,Physical Inactivity,30.7,Crude prevalence,517,396
2023,29082,Obesity,35.3,Crude prevalence,517,396
2023,29101,Physical Inactivity,28.6,Crude prevalence,2852,2211
2023,29101,Obesity,41.5,Crude prevalence,2852,2211
2023,29102,Physical Inactivity,35.3,Crude prevalence,16319,12951
2023,29102,Obesity,39.2,Crude prevalence,16319,12951
2023,29104,Physical Inactivity,33.5,Crude prevalence,1370,1070
2023,29104,Obesity,44.2,Crude prevalence,1370,1070
2023,29105,Physical Inactivity,32.7,Crude prevalence,1433,1121
2023,29105,Obesity,40.5,Crude prevalence,1433,1121
2023,29107,Physical Inactivity,33.2,Crude prevalence,2822,2179
2023,29107,Obesity,40.0,Crude prevalence,2822,2179
2023,29108,Physical Inactivity,34.0,Crude prevalence,20159,15609
2023,29108,Obesity,40.1,Crude prevalence,20159,15609
2023,29111,Physical Inactivity,30.8,Crude prevalence,1432,1083
2023,29111,Obesity,37.4,Crude prevalence,1432,1083
2023,29112,Physical Inactivity,35.0,Crude prevalence,4437,3540
2023,29112,Obesity,42.2,Crude prevalence,4437,3540
2023,29113,Physical Inactivity,34.8,Crude prevalence,1384,1081
2023,29113,Obesity,43.0,Crude prevalence,1384,1081
2023,29114,Physical Inactivity,33.5,Crude prevalence,1937,1467
2023,29114,Obesity,43.0,Crude prevalence,1937,1467
2023,29115,Physical Inactivity,35.4,Crude prevalence,28207,22173
2023,29115,Obesity,43.7,Crude prevalence,28207,22173
2023,29117,Physical Inactivity,18.1,Crude prevalence,273,273
2023,29117,Obesity,29.7,Crude prevalence,273,273
2023,29118,Physical Inactivity,29.8,Crude prevalence,15446,12138
2023,29118,Obesity,40.4,Crude prevalence,15446,12138
2023,29123,Physical Inactivity,31.5,Crude prevalence,7261,5536
2023,29123,Obesity,38.9,Crude prevalence,7261,5536
2023,29125,Physical Inactivity,33.7,Crude prevalence,2698,2155
2023,29125,Obesity,43.5,Crude prevalence,2698,2155
2023,29126,Physical Inactivity,27.3,Crude prevalence,2342,1859
2023,29126,Obesity,35.9,Crude prevalence,2342,1859
2023,29127,Physical Inactivity,27.8,Crude prevalence,8909,7231
2023,29127,Obesity,35.9,Crude prevalence,8909,7231
2023,29128,Physical Inactivity,33.6,Crude prevalence,4853,4075
2023,29128,Obesity,47.6,Crude prevalence,4853,4075
2023,29129,Physical Inactivity,33.7,Crude prevalence,2948,2394
2023,29129,Obesity,41.8,Crude prevalence,2948,2394
2023,29130,Physical Inactivity,29.2,Crude prevalence,6387,5430
2023,29130,Obesity,41.2,Crude prevalence,6387,5430
2023,29133,Physical Inactivity,31.9,Crude prevalence,926,729
2023,29133,Obesity,40.7,Crude prevalence,926,729
2023,29135,Physical Inactivity,29.6,Crude prevalence,8074,6480
2023,29135,Obesity,41.9,Crude prevalence,8074,6480
2023,29137,Physical Inactivity,33.7,Crude prevalence,2607,1989
2023,29137,Obesity,39.7,Crude prevalence,2607,1989
2023,29138,Physical Inactivity,35.2,Crude prevalence,10070,7520
2023,29138,Obesity,45.3,Crude prevalence,10070,7520
2023,29142,Physical Inactivity,35.7,Crude prevalence,4432,3610
2023,29142,Obesity,42.9,Crude prevalence,4432,3610
2023,29145,Physical Inactivity,28.1,Crude prevalence,706,563
2023,29145,Obesity,36.6,Crude prevalence,706,563
2023,29146,Physical Inactivity,37.5,Crude prevalence,1453,1149
2023,29146,Obesity,43.6,Crude prevalence,1453,1149
2023,29148,Physical Inactivity,33.9,Crude prevalence,5856,4983
2023,29148,Obesity,37.4,Crude prevalence,5856,4983
2023,29150,Physical Inactivity,29.3,Crude prevalence,39460,30389
2023,29150,Obesity,43.5,Crude prevalence,39460,30389
2023,29152,Physical Inactivity,16.8,Crude prevalence,2078,1384
2023,29152,Obesity,33.0,Crude prevalence,2078,1384
2023,29153,Physical Inactivity,31.8,Crude prevalence,15013,11562
2023,29153,Obesity,45.6,Crude prevalence,15013,11562
2023,29154,Physical Inactivity,24.5,Crude prevalence,29706,22925
2023,29154,Obesity,40.8,Crude prevalence,29706,22925
2023,29160,Physical Inactivity,30.9,Crude prevalence,7921,6241
2023,29160,Obesity,39.8,Crude prevalence,7921,6241
2023,29161,Physical Inactivity,30.5,Crude prevalence,10728,8363
2023,29161,Obesity,42.2,Crude prevalence,10728,8363
2023,29162,Physical Inactivity,29.5,Crude prevalence,3537,2877
2023,29162,Obesity,36.0,Crude prevalence,3537,2877
2023,29163,Physical Inactivity,33.7,Crude prevalence,1840,1513
2023,29163,Obesity,42.6,Crude prevalence,1840,1513
2023,29164,Physical Inactivity,29.4,Crude prevalence,4253,3355
2023,29164,Obesity,36.7,Crude prevalence,4253,3355
2023,29166,Physical Inactivity,33.4,Crude prevalence,904,756
2023,29166,Obesity,44.8,Crude prevalence,904,756
2023,29168,Physical Inactivity,32.8,Crude prevalence,3072,2314
