year,zcta5,measure,data_value,data_value_type,totalpopulation,totalpop18plus
2023,62313,Obesity,39.2,Crude prevalence,387,293
2023,62314,Physical Inactivity,28.6,Crude prevalence,500,380
2023,62314,Obesity,42.7,Crude prevalence,500,380
2023,62316,Physical Inactivity,25.6,Crude prevalence,664,477
2023,62316,Obesity,39.3,Crude prevalence,664,477
2023,62319,Physical Inactivity,33.5,Crude prevalence,199,163
2023,62319,Obesity,42.5,Crude prevalence,199,163
2023,62320,Physical Inactivity,24.2,Crude prevalence,2286,1683
2023,62320,Obesity,38.0,Crude prevalence,2286,1683
2023,62321,Physical Inactivity,23.6,Crude prevalence,3873,3027
2023,62321,Obesity,37.1,Crude prevalence,3873,3027
2023,62323,Physical Inactivity,30.4,Crude prevalence,233,181
2023,62323,Obesity,42.2,Crude prevalence,233,181
2023,62324,Physical Inactivity,24.1,Crude prevalence,1278,991
2023,62324,Obesity,37.6,Crude prevalence,1278,991
2023,62325,Physical Inactivity,22.8,Crude prevalence,416,315
2023,62325,Obesity,38.4,Crude prevalence,416,315
2023,62326,Physical Inactivity,24.1,Crude prevalence,2255,1785
2023,62326,Obesity,37.2,Crude prevalence,2255,1785
2023,62330,Physical Inactivity,27.3,Crude prevalence,1600,1283
2023,62330,Obesity,40.2,Crude prevalence,1600,1283
2023,62334,Physical Inactivity,26.6,Crude prevalence,147,125
2023,62334,Obesity,40.0,Crude prevalence,147,125
2023,62336,Physical Inactivity,26.6,Crude prevalence,82,72
2023,62336,Obesity,40.0,Crude prevalence,82,72
2023,62338,Physical Inactivity,20.5,Crude prevalence,1437,1113
2023,62338,Obesity,36.6,Crude prevalence,1437,1113
2023,62339,Physical Inactivity,25.1,Crude prevalence,852,638
2023,62339,Obesity,37.3,Crude prevalence,852,638
2023,62340,Physical Inactivity,29.5,Crude prevalence,1618,1253
2023,62340,Obesity,42.1,Crude prevalence,1618,1253
2023,62341,Physical Inactivity,24.5,Crude prevalence,3369,2657
2023,62341,Obesity,39.1,Crude prevalence,3369,2657
2023,62343,Physical Inactivity,26.9,Crude prevalence,653,483
2023,62343,Obesity,40.6,Crude prevalence,653,483
2023,62344,Physical Inactivity,31.7,Crude prevalence,101,84
2023,62344,Obesity,41.9,Crude prevalence,101,84
2023,62345,Physical Inactivity,27.6,Crude prevalence,302,232
2023,62345,Obesity,40.5,Crude prevalence,302,232
2023,62346,Physical Inactivity,25.2,Crude prevalence,185,146
2023,62346,Obesity,40.2,Crude prevalence,185,146
2023,62347,Physical Inactivity,22.3,Crude prevalence,2371,1781
2023,62347,Obesity,37.9,Crude prevalence,2371,1781
2023,62348,Physical Inactivity,23.8,Crude prevalence,165,121
2023,62348,Obesity,39.4,Crude prevalence,165,121
2023,62349,Physical Inactivity,23.7,Crude prevalence,627,497
2023,62349,Obesity,38.2,Crude prevalence,627,497
2023,62351,Physical Inactivity,23.3,Crude prevalence,1793,1378
2023,62351,Obesity,37.7,Crude prevalence,1793,1378
2023,62352,Physical Inactivity,27.8,Crude prevalence,229,168
2023,62352,Obesity,41.6,Crude prevalence,229,168
2023,62353,Physical Inactivity,27.3,Crude prevalence,5093,4276
2023,62353,Obesity,42.4,Crude prevalence,5093,4276
2023,62354,Physical Inactivity,26.8,Crude prevalence,1475,1223
2023,62354,Obesity,39.9,Crude prevalence,1475,1223
2023,62355,Physical Inactivity,27.4,Crude prevalence,718,546
2023,62355,Obesity,39.8,Crude prevalence,718,546
2023,62356,Physical Inactivity,25.4,Crude prevalence,506,391
2023,62356,Obesity,39.4,Crude prevalence,506,391
2023,62357,Physical Inactivity,29.6,Crude prevalence,233,173
2023,62357,Obesity,41.0,Crude prevalence,233,173
2023,62358,Physical Inactivity,26.1,Crude prevalence,699,536
2023,62358,Obesity,40.5,Crude prevalence,699,536
2023,62359,Physical Inactivity,23.1,Crude prevalence,149,111
2023,62359,Obesity,36.2,Crude prevalence,149,111
2023,62360,Physical Inactivity,21.9,Crude prevalence,1706,1245
2023,62360,Obesity,37.2,Crude prevalence,1706,1245
2023,62361,Physical Inactivity,28.7,Crude prevalence,373,315
2023,62361,Obesity,41.2,Crude prevalence,373,315
2023,62362,Physical Inactivity,29.5,Crude prevalence,358,293
2023,62362,Obesity,41.1,Crude prevalence,358,293
2023,62363,Physical Inactivity,26.7,Crude prevalence,5726,4456
2023,62363,Obesity,39.9,Crude prevalence,5726,4456
2023,62365,Physical Inactivity,23.1,Crude prevalence,577,449
2023,62365,Obesity,38.2,Crude prevalence,577,449
2023,62366,Physical Inactivity,25.5,Crude prevalence,1338,985
2023,62366,Obesity,39.8,Crude prevalence,1338,985
2023,62367,Physical Inactivity,25.9,Crude prevalence,1165,896
2023,62367,Obesity,38.5,Crude prevalence,1165,896
2023,62370,Physical Inactivity,26.3,Crude prevalence,382,308
2023,62370,Obesity,40.4,Crude prevalence,382,308
2023,62373,Physical Inactivity,23.6,Crude prevalence,305,246
2023,62373,Obesity,37.3,Crude prevalence,305,246
2023,62374,Physical Inactivity,25.9,Crude prevalence,285,228
2023,62374,Obesity,39.6,Crude prevalence,285,228
2023,62375,Physical Inactivity,25.1,Crude prevalence,341,242
2023,62375,Obesity,40.6,Crude prevalence,341,242
2023,62376,Physical Inactivity,23.5,Crude prevalence,1187,924
2023,62376,Obesity,38.1,Crude prevalence,1187,924
2023,62378,Physical Inactivity,25.5,Crude prevalence,793,623
2023,62378,Obesity,39.8,Crude prevalence,793,623
2023,62379,Physical Inactivity,23.1,Crude prevalence,1894,1475
2023,62379,Obesity,38.1,Crude prevalence,1894,1475
2023,62380,Physical Inactivity,25.7,Crude prevalence,319,246
2023,62380,Obesity,41.1,Crude prevalence,319,246
2023,62401,Physical Inactivity,23.7,Crude prevalence,19408,15111
2023,62401,Obesity,34.6,Crude prevalence,19408,15111
2023,62410,Physical Inactivity,22.8,Crude prevalence,996,741
2023,62410,Obesity,38.9,Crude prevalence,996,741
2023,62411,Physical Inactivity,24.0,Crude prevalence,4408,3314
2023,62411,Obesity,35.1,Crude prevalence,4408,3314
2023,62413,Physical Inactivity,24.0,Crude prevalence,442,349
2023,62413,Obesity,39.0,Crude prevalence,442,349
2023,62414,Physical Inactivity,24.1,Crude prevalence,1831,1417
2023,62414,Obesity,36.7,Crude prevalence,1831,1417
2023,62417,Physical Inactivity,29.7,Crude prevalence,2984,2313
2023,62417,Obesity,41.4,Crude prevalence,2984,2313
2023,62418,Physical Inactivity,26.2,Crude prevalence,2027,1520
2023,62418,Obesity,39.5,Crude prevalence,2027,1520
2023,62419,Physical Inactivity,22.4,Crude prevalence,397,315
2023,62419,Obesity,38.4,Crude prevalence,397,315
2023,62420,Physical Inactivity,25.9,Crude prevalence,4196,3295
2023,62420,Obesity,38.7,Crude prevalence,4196,3295
2023,62421,Physical Inactivity,23.9,Crude prevalence,744,582
2023,62421,Obesity,38.6,Crude prevalence,744,582
2023,62422,Physical Inactivity,24.9,Crude prevalence,1041,835
2023,62422,Obesity,38.1,Crude prevalence,1041,835
2023,62423,Physical Inactivity,21.3,Crude prevalence,653,511
2023,62423,Obesity,35.6,Crude prevalence,653,511
2023,62424,Physical Inactivity,20.6,Crude prevalence,2427,1686
2023,62424,Obesity,33.8,Crude prevalence,2427,1686
2023,62425,Physical Inactivity,24.8,Crude prevalence,576,446
2023,62425,Obesity,39.0,Crude prevalence,576,446
2023,62426,Physical Inactivity,27.3,Crude prevalence,912,708
2023,62426,Obesity,38.0,Crude prevalence,912,708
2023,62427,Physical Inactivity,25.3,Crude prevalence,1582,1225
2023,62427,Obesity,40.3,Crude prevalence,1582,1225
2023,62428,Physical Inactivity,24.6,Crude prevalence,2907,2328
2023,62428,Obesity,39.6,Crude prevalence,2907,2328
2023,62431,Physical Inactivity,24.8,Crude prevalence,1043,823
2023,62431,Obesity,38.0,Crude prevalence,1043,823
2023,62432,Physical Inactivity,21.1,Crude prevalence,569,423
2023,62432,Obesity,35.7,Crude prevalence,569,423
2023,62433,Physical Inactivity,24.9,Crude prevalence,866,700
2023,62433,Obesity,39.7,Crude prevalence,866,700
2023,62434,Physical Inactivity,24.9,Crude prevalence,346,266
2023,62434,Obesity,39.7,Crude prevalence,346,266
2023,62436,Physical Inactivity,23.3,Crude prevalence,571,438
2023,62436,Obesity,40.1,Crude prevalence,571,438
2023,62438,Physical Inactivity,25.3,Crude prevalence,286,237
2023,62438,Obesity,38.3,Crude prevalence,286,237
2023,62439,Physical Inactivity,27.0,Crude prevalence,6966,5461
2023,62439,Obesity,39.7,Crude prevalence,6966,5461
2023,62440,Physical Inactivity,22.0,Crude prevalence,1121,912
2023,62440,Obesity,37.3,Crude prevalence,1121,912
2023,62441,Physical Inactivity,21.9,Crude prevalence,7236,5632
2023,62441,Obesity,36.0,Crude prevalence,7236,5632
2023,62442,Physical Inactivity,25.1,Crude prevalence,2322,1755
2023,62442,Obesity,38.8,Crude prevalence,2322,1755
2023,62443,Physical Inactivity,24.9,Crude prevalence,1589,1216
2023,62443,Obesity,35.9,Crude prevalence,1589,1216
2023,62444,Physical Inactivity,24.1,Crude prevalence,365,266
2023,62444,Obesity,37.2,Crude prevalence,365,266
2023,62445,Physical Inactivity,20.8,Crude prevalence,940,698
2023,62445,Obesity,36.0,Crude prevalence,940,698
2023,62446,Physical Inactivity,27.6,Crude prevalence,372,282
2023,62446,Obesity,40.2,Crude prevalence,372,282
2023,62447,Physical Inactivity,22.1,Crude prevalence,3005,2395
2023,62447,Obesity,37.2,Crude prevalence,3005,2395
2023,62448,Physical Inactivity,24.6,Crude prevalence,5719,4448
2023,62448,Obesity,39.0,Crude prevalence,5719,4448
2023,62449,Physical Inactivity,25.5,Crude prevalence,3095,2352
2023,62449,Obesity,40.1,Crude prevalence,3095,2352
2023,62450,Physical Inactivity,25.7,Crude prevalence,11978,9294
2023,62450,Obesity,39.6,Crude prevalence,11978,9294
2023,62451,Physical Inactivity,26.8,Crude prevalence,1972,1555
2023,62451,Obesity,40.1,Crude prevalence,1972,1555
2023,62452,Physical Inactivity,22.5,Crude prevalence,363,283
2023,62452,Obesity,38.4,Crude prevalence,363,283
2023,62454,Physical Inactivity,23.3,Crude prevalence,10753,8734
2023,62454,Obesity,39.6,Crude prevalence,10753,8734
2023,62458,Physical Inactivity,28.6,Crude prevalence,2170,1693
2023,62458,Obesity,40.4,Crude prevalence,2170,1693
2023,62459,Physical Inactivity,22.8,Crude prevalence,238,191
2023,62459,Obesity,37.1,Crude prevalence,238,191
2023,62460,Physical Inactivity,27.3,Crude prevalence,1018,790
2023,62460,Obesity,38.8,Crude prevalence,1018,790
2023,62461,Physical Inactivity,20.8,Crude prevalence,781,625
2023,62461,Obesity,33.2,Crude prevalence,781,625
2023,62462,Physical Inactivity,21.8,Crude prevalence,1103,827
2023,62462,Obesity,37.2,Crude prevalence,1103,827
2023,62463,Physical Inactivity,23.5,Crude prevalence,1184,878
2023,62463,Obesity,37.0,Crude prevalence,1184,878
2023,62464,Physical Inactivity,24.2,Crude prevalence,99,71
2023,62464,Obesity,41.3,Crude prevalence,99,71
2023,62465,Physical Inactivity,22.8,Crude prevalence,921,698
2023,62465,Obesity,36.7,Crude prevalence,921,698
2023,62466,Physical Inactivity,25.8,Crude prevalence,4201,3700
2023,62466,Obesity,42.3,Crude prevalence,4201,3700
2023,62467,Physical Inactivity,19.5,Crude prevalence,3764,2822
2023,62467,Obesity,32.2,Crude prevalence,3764,2822
2023,62468,Physical Inactivity,24.1,Crude prevalence,2601,1954
2023,62468,Obesity,39.5,Crude prevalence,2601,1954
2023,62469,Physical Inactivity,21.9,Crude prevalence,472,332
2023,62469,Obesity,37.9,Crude prevalence,472,332
2023,62471,Physical Inactivity,27.5,Crude prevalence,10530,8667
2023,62471,Obesity,40.9,Crude prevalence,10530,8667
2023,62473,Physical Inactivity,24.2,Crude prevalence,1280,1002
2023,62473,Obesity,35.9,Crude prevalence,1280,1002
2023,62474,Physical Inactivity,25.4,Crude prevalence,749,553
2023,62474,Obesity,39.3,Crude prevalence,749,553
2023,62475,Physical Inactivity,22.1,Crude prevalence,271,222
2023,62475,Obesity,37.9,Crude prevalence,271,222
2023,62476,Physical Inactivity,26.2,Crude prevalence,1570,1179
2023,62476,Obesity,40.0,Crude prevalence,1570,1179
2023,62477,Physical Inactivity,20.2,Crude prevalence,904,710
2023,62477,Obesity,34.6,Crude prevalence,904,710
2023,62478,Physical Inactivity,23.3,Crude prevalence,331,261
2023,62478,Obesity,39.7,Crude prevalence,331,261
2023,62479,Physical Inactivity,21.2,Crude prevalence,782,575
2023,62479,Obesity,38.1,Crude prevalence,782,575
2023,62480,Physical Inactivity,21.4,Crude prevalence,639,522
2023,62480,Obesity,37.4,Crude prevalence,639,522
2023,62481,Physical Inactivity,20.2,Crude prevalence,348,265
2023,62481,Obesity,36.7,Crude prevalence,348,265
2023,62501,Physical Inactivity,21.5,Crude prevalence,2377,1890
2023,62501,Obesity,39.3,Crude prevalence,2377,1890
2023,62510,Physical Inactivity,25.1,Crude prevalence,1650,1307
2023,62510,Obesity,37.2,Crude prevalence,1650,1307
2023,62512,Physical Inactivity,22.4,Crude prevalence,428,336
2023,62512,Obesity,37.8,Crude prevalence,428,336
2023,62513,Physical Inactivity,20.3,Crude prevalence,1716,1270
2023,62513,Obesity,37.9,Crude prevalence,1716,1270
2023,62514,Physical Inactivity,20.6,Crude prevalence,209,171
2023,62514,Obesity,38.9,Crude prevalence,209,171
2023,62515,Physical Inactivity,21.1,Crude prevalence,909,679
2023,62515,Obesity,38.7,Crude prevalence,909,679
2023,62517,Physical Inactivity,24.2,Crude prevalence,219,171
2023,62517,Obesity,37.1,Crude prevalence,219,171
2023,62518,Physical Inactivity,23.1,Crude prevalence,411,305
2023,62518,Obesity,36.8,Crude prevalence,411,305
2023,62519,Physical Inactivity,23.6,Crude prevalence,89,71
2023,62519,Obesity,35.5,Crude prevalence,89,71
2023,62520,Physical Inactivity,20.1,Crude prevalence,1505,1226
2023,62520,Obesity,38.0,Crude prevalence,1505,1226
2023,62521,Physical Inactivity,26.1,Crude prevalence,33793,26487
2023,62521,Obesity,42.4,Crude prevalence,33793,26487
2023,62522,Physical Inactivity,27.9,Crude prevalence,14838,11471
2023,62522,Obesity,44.8,Crude prevalence,14838,11471
2023,62523,Physical Inactivity,37.9,Crude prevalence,886,809
2023,62523,Obesity,53.4,Crude prevalence,886,809
2023,62526,Physical Inactivity,29.1,Crude prevalence,31758,25014
2023,62526,Obesity,44.2,Crude prevalence,31758,25014
2023,62530,Physical Inactivity,23.3,Crude prevalence,1458,1158
2023,62530,Obesity,40.0,Crude prevalence,1458,1158
2023,62531,Physical Inactivity,24.6,Crude prevalence,1740,1350
2023,62531,Obesity,37.4,Crude prevalence,1740,1350
2023,62532,Physical Inactivity,21.4,Crude prevalence,119,93
2023,62532,Obesity,40.2,Crude prevalence,119,93
2023,62533,Physical Inactivity,22.7,Crude prevalence,929,745
2023,62533,Obesity,37.4,Crude prevalence,929,745
2023,62534,Physical Inactivity,25.1,Crude prevalence,1066,890
2023,62534,Obesity,37.6,Crude prevalence,1066,890
2023,62535,Physical Inactivity,18.5,Crude prevalence,3745,2815
2023,62535,Obesity,34.9,Crude prevalence,3745,2815
2023,62536,Physical Inactivity,18.3,Crude prevalence,886,691
2023,62536,Obesity,37.1,Crude prevalence,886,691
2023,62537,Physical Inactivity,20.2,Crude prevalence,182,140
2023,62537,Obesity,36.4,Crude prevalence,182,140
2023,62538,Physical Inactivity,23.5,Crude prevalence,339,268
2023,62538,Obesity,38.4,Crude prevalence,339,268
2023,62539,Physical Inactivity,20.8,Crude prevalence,1264,965
2023,62539,Obesity,38.1,Crude prevalence,1264,965
2023,62540,Physical Inactivity,24.8,Crude prevalence,1341,1074
2023,62540,Obesity,37.4,Crude prevalence,1341,1074
2023,62543,Physical Inactivity,23.8,Crude prevalence,453,359
2023,62543,Obesity,37.1,Crude prevalence,453,359
2023,62544,Physical Inactivity,21.5,Crude prevalence,1795,1388
2023,62544,Obesity,38.3,Crude prevalence,1795,1388
2023,62545,Physical Inactivity,21.3,Crude prevalence,1162,901
2023,62545,Obesity,38.4,Crude prevalence,1162,901
2023,62546,Physical Inactivity,22.9,Crude prevalence,1560,1213
2023,62546,Obesity,36.1,Crude prevalence,1560,1213
2023,62547,Physical Inactivity,24.8,Crude prevalence,742,591
2023,62547,Obesity,37.9,Crude prevalence,742,591
2023,62548,Physical Inactivity,24.4,Crude prevalence,2145,1679
2023,62548,Obesity,36.7,Crude prevalence,2145,1679
2023,62549,Physical Inactivity,19.1,Crude prevalence,6282,4709
2023,62549,Obesity,37.2,Crude prevalence,6282,4709
2023,62550,Physical Inactivity,24.6,Crude prevalence,2708,2144
2023,62550,Obesity,37.1,Crude prevalence,2708,2144
2023,62551,Physical Inactivity,20.9,Crude prevalence,753,563
2023,62551,Obesity,38.9,Crude prevalence,753,563
2023,62553,Physical Inactivity,25.8,Crude prevalence,474,355
2023,62553,Obesity,38.1,Crude prevalence,474,355
2023,62554,Physical Inactivity,22.6,Crude prevalence,1559,1177
2023,62554,Obesity,39.5,Crude prevalence,1559,1177
2023,62555,Physical Inactivity,25.4,Crude prevalence,535,395
2023,62555,Obesity,37.9,Crude prevalence,535,395
2023,62556,Physical Inactivity,22.5,Crude prevalence,399,300
2023,62556,Obesity,35.9,Crude prevalence,399,300
2023,62557,Physical Inactivity,29.5,Crude prevalence,6841,5329
2023,62557,Obesity,39.4,Crude prevalence,6841,5329
2023,62558,Physical Inactivity,22.7,Crude prevalence,3503,2683
2023,62558,Obesity,39.5,Crude prevalence,3503,2683
2023,62560,Physical Inactivity,23.6,Crude prevalence,1431,1113
2023,62560,Obesity,38.0,Crude prevalence,1431,1113
2023,62561,Physical Inactivity,21.1,Crude prevalence,5229,3988
2023,62561,Obesity,38.6,Crude prevalence,5229,3988
2023,62563,Physical Inactivity,16.9,Crude prevalence,6062,4515
2023,62563,Obesity,35.8,Crude prevalence,6062,4515
2023,62565,Physical Inactivity,25.7,Crude prevalence,7477,5866
2023,62565,Obesity,38.4,Crude prevalence,7477,5866
2023,62567,Physical Inactivity,24.4,Crude prevalence,1013,760
2023,62567,Obesity,37.4,Crude prevalence,1013,760
2023,62568,Physical Inactivity,25.1,Crude prevalence,17043,14033
2023,62568,Obesity,38.2,Crude prevalence,17043,14033
2023,62570,Physical Inactivity,24.3,Crude prevalence,473,379
2023,62570,Obesity,36.8,Crude prevalence,473,379
2023,62571,Physical Inactivity,26.7,Crude prevalence,1242,972
2023,62571,Obesity,39.2,Crude prevalence,1242,972
2023,62572,Physical Inactivity,21.4,Crude prevalence,522,398
2023,62572,Obesity,36.6,Crude prevalence,522,398
2023,62573,Physical Inactivity,20.9,Crude prevalence,1416,1059
2023,62573,Obesity,38.8,Crude prevalence,1416,1059
2023,62601,Physical Inactivity,24.2,Crude prevalence,361,287
2023,62601,Obesity,40.6,Crude prevalence,361,287
2023,62610,Physical Inactivity,24.9,Crude prevalence,213,156
2023,62610,Obesity,38.9,Crude prevalence,213,156
2023,62611,Physical Inactivity,24.7,Crude prevalence,978,768
2023,62611,Obesity,39.1,Crude prevalence,978,768
2023,62612,Physical Inactivity,26.3,Crude prevalence,1774,1394
2023,62612,Obesity,40.8,Crude prevalence,1774,1394
2023,62613,Physical Inactivity,21.8,Crude prevalence,3869,2848
2023,62613,Obesity,38.3,Crude prevalence,3869,2848
2023,62615,Physical Inactivity,20.6,Crude prevalence,5424,4078
2023,62615,Obesity,38.3,Crude prevalence,5424,4078
2023,62617,Physical Inactivity,25.4,Crude prevalence,662,553
2023,62617,Obesity,37.3,Crude prevalence,662,553
2023,62618,Physical Inactivity,29.1,Crude prevalence,7596,5544
2023,62618,Obesity,41.9,Crude prevalence,7596,5544
2023,62621,Physical Inactivity,22.9,Crude prevalence,1072,841
2023,62621,Obesity,37.5,Crude prevalence,1072,841
2023,62622,Physical Inactivity,24.9,Crude prevalence,77,69
2023,62622,Obesity,38.1,Crude prevalence,77,69
2023,62624,Physical Inactivity,23.8,Crude prevalence,461,385
2023,62624,Obesity,38.0,Crude prevalence,461,385
2023,62625,Physical Inactivity,17.8,Crude prevalence,817,653
2023,62625,Obesity,37.1,Crude prevalence,817,653
2023,62626,Physical Inactivity,26.4,Crude prevalence,8033,6430
2023,62626,Obesity,37.0,Crude prevalence,8033,6430
2023,62627,Physical Inactivity,26.3,Crude prevalence,928,767
2023,62627,Obesity,39.7,Crude prevalence,928,767
2023,62628,Physical Inactivity,25.0,Crude prevalence,825,634
2023,62628,Obesity,40.5,Crude prevalence,825,634
2023,62629,Physical Inactivity,15.7,Crude prevalence,15255,11065
2023,62629,Obesity,35.2,Crude prevalence,15255,11065
2023,62630,Physical Inactivity,21.5,Crude prevalence,474,362
2023,62630,Obesity,35.7,Crude prevalence,474,362
2023,62631,Physical Inactivity,25.7,Crude prevalence,307,225
2023,62631,Obesity,40.4,Crude prevalence,307,225
2023,62633,Physical Inactivity,27.3,Crude prevalence,617,477
2023,62633,Obesity,38.8,Crude prevalence,617,477
2023,62634,Physical Inactivity,23.7,Crude prevalence,847,679
2023,62634,Obesity,36.9,Crude prevalence,847,679
2023,62635,Physical Inactivity,21.2,Crude prevalence,718,550
2023,62635,Obesity,35.0,Crude prevalence,718,550
2023,62638,Physical Inactivity,24.3,Crude prevalence,1305,1029
2023,62638,Obesity,40.1,Crude prevalence,1305,1029
2023,62639,Physical Inactivity,22.9,Crude prevalence,283,236
2023,62639,Obesity,36.9,Crude prevalence,283,236
2023,62640,Physical Inactivity,27.8,Crude prevalence,3446,2732
2023,62640,Obesity,38.5,Crude prevalence,3446,2732
2023,62642,Physical Inactivity,22.4,Crude prevalence,1344,1047
2023,62642,Obesity,38.3,Crude prevalence,1344,1047
2023,62643,Physical Inactivity,19.8,Crude prevalence,450,353
2023,62643,Obesity,36.2,Crude prevalence,450,353
2023,62644,Physical Inactivity,26.4,Crude prevalence,4690,3791
2023,62644,Obesity,37.8,Crude prevalence,4690,3791
2023,62649,Physical Inactivity,25.3,Crude prevalence,453,353
2023,62649,Obesity,37.5,Crude prevalence,453,353
2023,62650,Physical Inactivity,25.2,Crude prevalence,24891,20153
2023,62650,Obesity,39.9,Crude prevalence,24891,20153
2023,62655,Physical Inactivity,25.6,Crude prevalence,566,451
2023,62655,Obesity,38.1,Crude prevalence,566,451
2023,62656,Physical Inactivity,25.2,Crude prevalence,18634,15277
2023,62656,Obesity,39.0,Crude prevalence,18634,15277
2023,62661,Physical Inactivity,20.2,Crude prevalence,1280,970
2023,62661,Obesity,38.5,Crude prevalence,1280,970
2023,62663,Physical Inactivity,25.4,Crude prevalence,265,214
2023,62663,Obesity,39.1,Crude prevalence,265,214
2023,62664,Physical Inactivity,25.0,Crude prevalence,2712,2153
2023,62664,Obesity,36.7,Crude prevalence,2712,2153
2023,62665,Physical Inactivity,26.0,Crude prevalence,1279,994
2023,62665,Obesity,40.4,Crude prevalence,1279,994
2023,62666,Physical Inactivity,23.3,Crude prevalence,570,456
2023,62666,Obesity,37.3,Crude prevalence,570,456
2023,62667,Physical Inactivity,27.3,Crude prevalence,459,369
2023,62667,Obesity,37.3,Crude prevalence,459,369
2023,62668,Physical Inactivity,23.3,Crude prevalence,1378,1076
2023,62668,Obesity,38.8,Crude prevalence,1378,1076
2023,62670,Physical Inactivity,19.2,Crude prevalence,3162,2378
2023,62670,Obesity,37.4,Crude prevalence,3162,2378
2023,62671,Physical Inactivity,21.1,Crude prevalence,515,394
2023,62671,Obesity,35.9,Crude prevalence,515,394
2023,62672,Physical Inactivity,21.7,Crude prevalence,208,168
2023,62672,Obesity,35.6,Crude prevalence,208,168
2023,62673,Physical Inactivity,23.4,Crude prevalence,462,363
2023,62673,Obesity,38.1,Crude prevalence,462,363
2023,62674,Physical Inactivity,27.8,Crude prevalence,1305,1047
2023,62674,Obesity,37.9,Crude prevalence,1305,1047
2023,62675,Physical Inactivity,23.2,Crude prevalence,6044,4773
2023,62675,Obesity,37.9,Crude prevalence,6044,4773
2023,62677,Physical Inactivity,19.0,Crude prevalence,2571,2002
2023,62677,Obesity,37.4,Crude prevalence,2571,2002
2023,62681,Physical Inactivity,27.0,Crude prevalence,5284,4294
2023,62681,Obesity,40.1,Crude prevalence,5284,4294
2023,62682,Physical Inactivity,24.4,Crude prevalence,745,597
2023,62682,Obesity,37.7,Crude prevalence,745,597
2023,62684,Physical Inactivity,17.8,Crude prevalence,5469,4098
2023,62684,Obesity,35.9,Crude prevalence,5469,4098
2023,62685,Physical Inactivity,23.1,Crude prevalence,1814,1449
2023,62685,Obesity,36.6,Crude prevalence,1814,1449
2023,62688,Physical Inactivity,23.4,Crude prevalence,652,535
2023,62688,Obesity,37.8,Crude prevalence,652,535
2023,62689,Physical Inactivity,20.9,Crude prevalence,516,411
2023,62689,Obesity,37.2,Crude prevalence,516,411
2023,62690,Physical Inactivity,24.1,Crude prevalence,3736,2935
2023,62690,Obesity,36.8,Crude prevalence,3736,2935
2023,62691,Physical Inactivity,24.4,Crude prevalence,2278,1783
2023,62691,Obesity,38.1,Crude prevalence,2278,1783
2023,62692,Physical Inactivity,24.6,Crude prevalence,1970,1495
2023,62692,Obesity,39.8,Crude prevalence,1970,1495
2023,62693,Physical Inactivity,17.3,Crude prevalence,1733,1308
2023,62693,Obesity,36.0,Crude prevalence,1733,1308
2023,62694,Physical Inactivity,24.5,Crude prevalence,3061,2401
2023,62694,Obesity,38.2,Crude prevalence,3061,2401
2023,62695,Physical Inactivity,23.0,Crude prevalence,464,369
2023,62695,Obesity,37.7,Crude prevalence,464,369
2023,62701,Physical Inactivity,28.5,Crude prevalence,1354,1280
2023,62701,Obesity,45.0,Crude prevalence,1354,1280
2023,62702,Physical Inactivity,27.3,Crude prevalence,33712,26522
2023,62702,Obesity,43.8,Crude prevalence,33712,26522
2023,62703,Physical Inactivity,31.3,Crude prevalence,28344,21770
2023,62703,Obesity,46.7,Crude prevalence,28344,21770
2023,62704,Physical Inactivity,21.9,Crude prevalence,39157,31364
2023,62704,Obesity,39.6,Crude prevalence,39157,31364
2023,62707,Physical Inactivity,23.0,Crude prevalence,7290,5865
2023,62707,Obesity,40.0,Crude prevalence,7290,5865
2023,62711,Physical Inactivity,17.0,Crude prevalence,18115,14580
2023,62711,Obesity,33.9,Crude prevalence,18115,14580
2023,62712,Physical Inactivity,17.0,Crude prevalence,10321,8175
2023,62712,Obesity,35.6,Crude prevalence,10321,8175
2023,62801,Physical Inactivity,29.1,Crude prevalence,20502,16135
2023,62801,Obesity,41.7,Crude prevalence,20502,16135
2023,62803,Physical Inactivity,21.4,Crude prevalence,967,702
2023,62803,Obesity,36.9,Crude prevalence,967,702
2023,62806,Physical Inactivity,27.6,Crude prevalence,3247,2487
2023,62806,Obesity,40.7,Crude prevalence,3247,2487
2023,62807,Physical Inactivity,23.4,Crude prevalence,879,714
2023,62807,Obesity,37.0,Crude prevalence,879,714
2023,62808,Physical Inactivity,22.5,Crude prevalence,1383,1073
2023,62808,Obesity,37.6,Crude prevalence,1383,1073
2023,62809,Physical Inactivity,26.4,Crude prevalence,304,220
2023,62809,Obesity,41.2,Crude prevalence,304,220
2023,62810,Physical Inactivity,27.0,Crude prevalence,1088,804
2023,62810,Obesity,39.1,Crude prevalence,1088,804
2023,62811,Physical Inactivity,23.5,Crude prevalence,282,217
2023,62811,Obesity,39.6,Crude prevalence,282,217
2023,62812,Physical Inactivity,28.1,Crude prevalence,10962,8516
2023,62812,Obesity,41.3,Crude prevalence,10962,8516
2023,62814,Physical Inactivity,27.9,Crude prevalence,2013,1488
2023,62814,Obesity,40.8,Crude prevalence,2013,1488
2023,62815,Physical Inactivity,27.0,Crude prevalence,353,256
2023,62815,Obesity,39.8,Crude prevalence,353,256
2023,62816,Physical Inactivity,25.4,Crude prevalence,1158,960
